Case ID,Trade Name,Legal Name,Backwages,Minimum Wage Backwages,Penalty,EEs Paid in Violation,Minimum Wage Backwages per Employee,Backwages per Employee,Start Date,End Date,State,County,City,Full Address,NAICS2,NAICS3,Industry Subcategory,NAICS3 Industry
1709563,Floran White Dove #1,Floran White Dove #1,9634.62,0,0,2,0,4817,10/2/2011,10/1/2013,CA,Contra Costa County,Brentwood,2353 DeMartini Lane Brentwood CA 94513,62,623,Homes for the Elderly,Nursing and Residential Care Facilities
1709562,Antioch Care Home,Antoich Care Home,9618.33,380,0,2,190,4809,10/2/2011,10/1/2013,CA,Contra Costa County,Antioch,1403 Prewett Ranch Drive Antioch CA 94531,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1705683,Floran White Dove #2,Floran White Dove,48836,40506,0,7,5787,6977,10/2/2011,10/1/2013,CA,Contra Costa County,Brentwood,6400 Brentwood Blvd Brentwood CA 94513,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1708874,Humphry Slocombe,Humphry Slocombe,3310.19,0,0,10,0,331,10/1/2010,10/1/2013,CA,San Francisco County,San Francisco,2790 A Harrison St. San Francisco CA 94110,72,722,Limited-Service Eating Places,Food Services and Drinking Places
1713700,Spec Group Inc.,Franco Consulting Group Inc.,46425.6,0,0,1,0,46426,9/11/2012,9/13/2013,CA,Alameda County,Hayward,1020 B Street Suite 5 Hayward CA 94541,56,561,Security Guards and Patrol Services,Administrative and Support Services
1705612,United Ambulance,"United Plus, LLC.",8667.9,5986.32,0,136,44,64,9/15/2010,9/12/2013,CA,San Mateo County,San Mateo,"1181 Chess Drive, suite E San Mateo CA 94404",48,485,Other Transit and Ground Passenger Transportation,Transit and Ground Passenger Transportation
1706026,Granada Care Home,"Granada Care Homes, Inc.",48784.23,19373.88,0,13,1490,3753,9/11/2010,9/11/2013,CA,Contra Costa County,Pinole,1839 Sarah Drive Pinole CA 94564,62,623,Community Care Facilities for the Elderly,Nursing and Residential Care Facilities
1708726,Granada Care Home 2,"Granada Care Homes, Inc.",12483.59,5225.01,0,2,2613,6242,9/11/2010,9/11/2013,CA,Contra Costa County,Pinole,2359 Granada Court Pinole CA 94564,62,623,Community Care Facilities for the Elderly,Nursing and Residential Care Facilities
1708728,Granada Care Home 3,"Granada Care Homes, Inc.",10683.54,4641.21,0,1,4641,10684,9/11/2010,9/11/2013,CA,Contra Costa County,Pinole,2360 Granada Court Pinole CA 94564,62,623,Community Care Facilities for the Elderly,Nursing and Residential Care Facilities
1703201,Lifesource Water Systems,"Lifesource Water Systems, Inc.",1402.43,842.43,0,1,842,1402,9/2/2011,9/3/2013,CA,San Mateo County,Burlingame,248 Primrose Road Burlingame CA 94010,31,312,Bottled Water Manufacturing,Beverage and Tobacco Product Manufacturing
1702517,Voltz Electric,Mate Sabic,11436.78,0,0,18,0,635,9/4/2011,9/3/2013,CA,Santa Clara County,Campbell,36 Railway Avenue Campbell CA 95008,23,238,Electrical Contractors and Other Wiring Installation Contractors,Specialty Trade Contractors
1702472,643 Capital Management,"643 Capital Management, Inc",16856,0,0,3,0,5619,9/4/2011,9/3/2013,CA,San Francisco County,San Francisco,150 California St. San Francisco CA 94111,52,523,Other Financial Investment Activities,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities"
1694523,"East Bay Women's Health, Inc","East Bay Women's Health, Inc",512.52,0,0,3,0,171,9/1/2010,9/1/2013,CA,Alameda County,Oakland,"3300 Webster Street, STE 1200 Oakland CA 94609",62,622,General Medical and Surgical Hospitals,Hospitals
1695309,Community Gatepath,Community Gatepath,75621.64,0,0,85,0,890,9/1/2011,8/31/2013,CA,San Mateo County,Redwood City,350 Twin Dolphin Dr. Suite 123 Redwood City CA 94065,56,561,Professional Employer Organizations,Administrative and Support Services
1689227,Echo Landscaping,"Scyence, Inc.",4013,4013,0,12,334,334,1/1/2013,8/31/2013,CA,Alameda County,San Lorenzo,2401 Grant Ave. San Lorenzo CA 94580,56,561,Landscaping Services,Administrative and Support Services
1686705,Parthenon Group,Parthenon Group,8119.84,0,0,1,0,8120,8/26/2009,8/26/2013,CA,San Francisco County,San Francisco,555 California Street San Francisco CA 94104,54,541,Management Consulting Services,"Professional, Scientific, and Technical Services"
1700435,Mendoza Restaurant-Monterey,Miguel Gallegos Cardensas & Maria G. Betancou,14808,0,0,7,0,2115,1/1/2011,8/24/2013,CA,Santa Clara County,San Jose,5272 Monterey Hwy San Jose CA 95110,72,722,Full-Service Restaurants,Food Services and Drinking Places
1700434,Mendoza Restaurant-Willow,Miguel Gallegos Cardenas,4095,0,0,1,0,4095,1/1/2011,8/24/2013,CA,Santa Clara County,San Jose,245 Willow Street San Jose CA 95110,72,722,Full-Service Restaurants,Food Services and Drinking Places
1704471,Shop & Save Liquor,MJ Food & Liquor,30474,19610,0,1,19610,30474,8/20/2011,8/19/2013,CA,Santa Clara County,Mountain View,779 East Evelyn Avenue Mountain View CA 94041,44,445,"Beer, Wine, and Liquor Stores",Food and Beverage Stores 
1707605,HAYWARD SPRINGS CARE CENTER,LTP Care Continuum Corporation,10647,0,0,15,0,710,8/14/2011,8/17/2013,CA,Alameda County,Hayward,21863 VALLEJO STREET Hayward CA 94541,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1702953,KFC,"No 184, Inc",73.74,0,0,1,0,74,8/18/2011,8/17/2013,CA,Alameda County,Union City,2846 Volpey Way Union City CA 94587,72,722,Full-Service Restaurants,Food Services and Drinking Places
1696726,Las Trampas Inc.,Las Trampas Inc,22176.71,0,0,28,0,792,8/18/2011,8/17/2013,CA,Contra Costa County,Lafayette,3460 Lana Lane Lafayette CA 94549,62,624,Vocational Rehabilitation Services,Social Assistance
1703512,Sushi Ichiban,Sushi Ichiban,24358.7,0,0,8,0,3045,8/18/2011,8/16/2013,CA,Santa Clara County,Morgan Hill,116 Cochrane Plaza Morgan Hill CA 95037,72,722,Full-Service Restaurants,Food Services and Drinking Places
1703187,Oakhill Springs Care Center,LTP Care Continuum Corporation,2083.5,0,0,5,0,417,8/14/2011,8/13/2013,CA,Alameda County,Oakland,3145 High Street Oakland CA 94619,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1707602,Lafayette Care Center,LTP Care Continuum Corporation,6399,0,0,15,0,427,8/14/2011,8/13/2013,CA,Contra Costa County,Lafayette,1010 First Street Lafayette CA 94549,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1707606,OAKGROVE SPRINGS CARE CENTER,LTP Care Continuum Corporation,18130.16,0,0,1,0,18130,8/14/2011,8/13/2013,CA,Alameda County,Oakland,309 MACARTHUR BOULEVARD Oakland CA 94610,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1699478,Cypress Private Security,"Cypress Security, LLC",48829.77,0,0,66,0,740,8/3/2011,8/5/2013,CA,Alameda County,Piedmont,8105 Edgewater Drive Piedmont CA 94620,56,561,Security Guards and Patrol Services,Administrative and Support Services
1703188,Sun Reports Inc.,Sun Reports Inc.,16500,16500,0,1,16500,16500,8/6/2011,8/5/2013,CA,San Francisco County,San Francisco,1730 Kearny St. Suite L-1 San Francisco CA 94133,22,221,Electric Power Distribution,Utilities 
1707851,"Disabled Employees Rehabilitation, Inc.","Disabled Employees Rehabilitation, Inc.",2610,2610,0,3,870,870,6/24/2013,8/5/2013,CA,San Francisco County,San Francisco,2405 Thrid Street San Francisco CA 94107,33,339,Other Miscellaneous Manufacturing,Miscellaneous Manufacturing
1703078,The Englander Sports Pub and Restaurant,Oankaar Inc.,40243.18,0,2618,7,0,5749,8/2/2010,8/2/2013,CA,Alameda County,San Leandro,101 Parrot Street San Leandro CA 94577,72,722,Full-Service Restaurants,Food Services and Drinking Places
1705013,The Vine Wine and Tapas,Oankaar Inc.,1620,0,0,1,0,1620,8/2/2010,8/2/2013,CA,Alameda County,San Leandro,135 PARROT STREET San Leandro CA 94577,72,722,Full-Service Restaurants,Food Services and Drinking Places
1703545,Editor Live LLC,Editor Live LLC,34618.32,17097.76,0,54,317,641,8/1/2011,7/31/2013,CA,San Francisco County,San Francisco,666 Natoma Street San Francisco CA 94103,56,561,Document Preparation Services,Administrative and Support Services
1684164,Great Tree Tenders,"Alfonso Gallegos, Inc.",7147.32,0,30050,27,0,265,12/17/2012,7/31/2013,CA,Mendocino County,Redwood Valley,9551 N. State St. Redwood Valley CA 95470,11,113,Forest Nurseries and Gathering of Forest Products,Forestry and Logging
1699930,Monterey County Regional Fire District,Monterey County Regional Fire District,21109.59,0,0,2,0,10555,7/31/2011,7/30/2013,CA,Monterey County,Salinas,19900 Portola Dr. Salinas CA 93908,96,962,Local Fire Protection,State and Local Government
1702489,Bo's Barbecue & Catering,Bo's Barbecue & Catering,13795.78,12549.78,0,1,12550,13796,7/31/2011,7/30/2013,CA,Contra Costa County,Lafayette,3422 Mt. Diablo Blvd. Lafayette CA 94549,72,722,Limited-Service Eating Places,Food Services and Drinking Places
1700725,Ploughman's Restaurant,Oankaar Inc.,21522,0,0,4,0,5380,7/23/2010,7/23/2013,CA,Alameda County,San Leandro,1600 Washington Ave San Leandro CA 94577,72,722,Full-Service Restaurants,Food Services and Drinking Places
1696136,DPR Construction,DPR Inc.,1041.5,0,0,1,0,1042,7/18/2011,7/22/2013,CA,San Mateo County,Redwood City,1450 Veterans Blvd. Redwood City CA 94063,23,236,Commercial and Institutional Building Construction,Construction of Buildings
1701786,Beauty Supply Warehouse- Richmond,Pro Style Inc.,27124.18,2018.11,1496,4,505,6781,3/5/2011,7/21/2013,CA,Contra Costa County,Richmond,2316 MacDonald Avenue Richmond CA 94804,44,446,"Cosmetics, Beauty Supplies, and Perfume Stores",Health and Personal Care Stores 
1701784,Beauty Supply Warehouse-W. Grand,"CMK Group, Inc.",48599.64,950.79,2244,6,158,8100,3/5/2011,7/20/2013,CA,Alameda County,Oakland,925 West Grand Avenue Oakland CA 94612,44,446,"Cosmetics, Beauty Supplies, and Perfume Stores",Health and Personal Care Stores 
1701785,Beauty Supply Warehouse- Telegraph,Hair Magic Beauty Supply,96540.99,18711.18,2618,7,2673,13792,3/5/2011,7/20/2013,CA,Alameda County,Oakland,2601 Telegraph Avenue Oakland CA 94612,44,446,"Cosmetics, Beauty Supplies, and Perfume Stores",Health and Personal Care Stores 
1701787,Beauty Supply Warehouse- San Francisco,"Hair Tech, Inc.",26981.35,0,748,2,0,13491,3/5/2011,7/20/2013,CA,San Francisco County,San Francisco,1440 Fillmore Street San Francisco CA 94115,44,446,"Cosmetics, Beauty Supplies, and Perfume Stores",Health and Personal Care Stores 
1699529,Small Progress,Small Progress Company,2114,0,550,3,0,705,2/1/2013,7/19/2013,CA,Monterey County,Greenfield,422 Calaveras Way Greenfield CA 93927,11,115,Farm Labor Contractors and Crew Leaders,Support Activities for Agriculture and Forestry
1701599,Premium Employment Services (FLC),"Premium Employment Services, Inc. (FLC)",170.91,0,1025,3,0,57,7/5/2013,7/18/2013,CA,Monterey County,Salinas,449 Harrison Road Salinas CA 93907,11,115,Farm Labor Contractors and Crew Leaders,Support Activities for Agriculture and Forestry
1699942,Flintcrest House II,"Punzalan Management II, Inc.",58469.42,0,0,21,0,2784,7/11/2011,7/9/2013,CA,Santa Clara County,San Jose,3094 Stevens Lane San Jose CA 95148,62,623,Other Residential Care Facilities,Nursing and Residential Care Facilities
1700964,Mikado Bistro,Mikado Bistro LLC,11512.9,0,1168.74,2,0,5756,4/1/2013,7/5/2013,CA,Contra Costa County,Brentwood,2500 Sand Creek Brentwood CA 94513,72,722,Full-Service Restaurants,Food Services and Drinking Places
1695133,"Nor Cal Portable Services, Inc","Nor Cal Portable Services, Inc",28924.88,0,0,19,0,1522,7/1/2010,7/2/2013,CA,Santa Clara County,Gilroy,8211 Swanston Lane Gilroy CA 95020,53,532,Commercial and Industrial Machinery and Equipment Rental and Leasing,Rental and Leasing Services
1695981,"Sandoval Brothers, Inc","Sandoval Brothers, Inc",810,0,1775,3,0,270,4/1/2013,7/1/2013,CA,Monterey County,Soledad,36503 Mile End Road Soledad CA 93960,11,111,All Other Miscellaneous Crop Farming,Crop Production
1699527,Monument Services,"Monument Services, Inc.",0,0,750,0,0,0,6/27/2013,6/30/2013,CA,Monterey County,Gonzales,735 Alta St Gonzales CA 93926,11,111,Vegetable and Melon Farming,Crop Production
1696037,Interactive Medical Specialist,"Interactive Medical Specialist, Inc",290,0,0,4,0,72,7/9/2011,6/29/2013,CA,Marin County,San Rafael,454 Las Gallinas Ave. San Rafael CA 94903,56,561,Temporary Help Services,Administrative and Support Services
1699075,"Christopher Ranch, LLC","Christopher Ranch, LLC",0,0,1000,0,0,0,6/16/2013,6/29/2013,CA,Santa Clara County,Gilroy,305 Bloomfield Ave. Gilroy CA 95020,11,111,Other Vegetable (except Potato) and Melon Farming,Crop Production
1688757,Mt. Pleasant Nursing Center,Premier Health Care Services Inc.,5418.13,0,0,7,0,774,4/7/2012,6/29/2013,CA,Santa Clara County,San Jose,1355 Clayton Road San Jose CA 95127,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1698142,"Hire-Ability, A Divison of RAMS, Inc","Richmond Area Multi Services, Inc",644.2,0,0,156,0,4,6/29/2011,6/29/2013,CA,San Francisco County,San Francisco,1234 Indiana St. San Francisco CA 94107,62,624,Vocational Rehabilitation Services,Social Assistance
1703196,"Cyber Professionals, Inc.","Cyber Professionals, Inc.",5100,0,0,1,0,5100,10/1/2010,6/28/2013,CA,Santa Clara County,San Jose,2025 Gateway Place Suite 290 San Jose CA 95110,54,541,Computer Systems Design Services,"Professional, Scientific, and Technical Services"
1699525,Big Valley Labor,"Big Valley Labor, LLC",0,0,3225,0,0,0,6/5/2013,6/27/2013,CA,Monterey County,King City,102 Broadway King City CA 93930,11,115,Farm Labor Contractors and Crew Leaders,Support Activities for Agriculture and Forestry
1699526,Oasis Ag Services,"Oasis Agricultural Services, LLC",0,0,1350,0,0,0,2/1/2013,6/26/2013,CA,Santa Clara County,Milpitas,887 Alcosta Dr. Milpitas CA 95035,11,115,Farm Labor Contractors and Crew Leaders,Support Activities for Agriculture and Forestry
1704532,Randi Zuckerberg,"Cherry Altos, LLC",2578.5,0,0,1,0,2578,5/27/2011,6/25/2013,CA,Santa Clara County,Los Altos,544 Cherry Ave. Los Altos CA 94022,81,814,Private Households,Private Households
1699519,Allied Ag,Allied Ag and Associates Inc.,1732,0,1200,5,0,346,1/1/2013,6/25/2013,CA,San Benito County,Paicines,2288 Old Airline Hwy Paicines CA 95043,11,111,Vegetable and Melon Farming,Crop Production
1698736,"Disabled Employees Rehabilitation, Inc.","Disabled Employees Rehabilitation, Inc.",43613.93,43613.93,9900,9,4846,4846,5/18/2012,6/24/2013,CA,San Francisco County,San Francisco,2405 Third Street San Francisco CA 94107,33,339,Other Miscellaneous Manufacturing,Miscellaneous Manufacturing
1655450,"D.H.R. Construction, Inc.","D.H.R. Construction, Inc.",30533.56,0,0,51,0,599,9/13/2010,6/22/2013,CA,Napa County,American Canyon,860 Green Island Rd. American Canyon CA 94503,56,561,Landscaping Services,Administrative and Support Services
1695980,"Southwest Harvesting Co., Inc.","Southwest Harvesting Co., Inc.",0,0,700,0,0,0,4/1/2013,6/20/2013,CA,Monterey County,Salinas,20260 SPENCE RD Salinas CA 93908,11,111,Other Vegetable (except Potato) and Melon Farming,Crop Production
1698672,Beck Care Home,"Angel Senior Care Home, LLC",5448.99,0,0,4,0,1362,6/19/2010,6/19/2013,CA,Santa Clara County,San Jose,1681 BECK DRIVE San Jose CA 95130,62,623,Homes for the Elderly,Nursing and Residential Care Facilities
1697379,Angel Care Home,"Angel Senior Care Home, LLC",4575,0,0,2,0,2288,6/19/2010,6/19/2013,CA,Santa Clara County,San Jose,4078 Freed ave San Jose CA 95117,62,623,Homes for the Elderly,Nursing and Residential Care Facilities
1697700,Chef Liu,J & P Wang Enterprises Company,31739.94,8710.01,0,9,968,3527,6/15/2011,6/18/2013,CA,Santa Clara County,Mountain View,236 Castro Street Mountain View CA 94041,72,722,Full-Service Restaurants,Food Services and Drinking Places
1696660,San Francisco Giants,"San Francisco Baseball Associates, LLC",110396.65,73187.27,0,78,938,1415,6/16/2011,6/15/2013,CA,San Francisco County,San Francisco,24 Willie Mays Plaza San Francisco CA 94107,71,711,Spectator Sports,"Performing Arts, Spectator Sports, and Related Industries"
1696428,Gunther's Deli & Restaurant,International Restaurant $ Catering Inc,52117.05,0,0,5,0,10423,6/6/2011,6/5/2013,CA,Santa Clara County,San Jose,1601 Meridian Ave San Jose CA 95125,72,722,Full-Service Restaurants,Food Services and Drinking Places
1705127,Old Adobe Developmental Services,Old Adobe Developmental Services,897.91,0,0,57,0,16,6/4/2011,6/3/2013,CA,Sonoma County,Petaluma,1301A Rand Street Petaluma CA 94954,96,968,Local Sheltered Workshops,State and Local Government
1696971,Care for Seniors,Reya's Care for Seniors Inc,65074.6,0,0,15,0,4338,6/1/2010,6/1/2013,CA,San Francisco County,San Francisco,1349 Taraval Street San Francisco CA 94116,62,623,Continuing Care Retirement Communities,Nursing and Residential Care Facilities
1693852,Care for Seniors,Options & Quality Inc,80117.72,0,0,29,0,2763,6/1/2010,6/1/2013,CA,Santa Clara County,Santa Clara,3140 De La Cruz Blvd Santa Clara CA 95054,62,623,Continuing Care Retirement Communities,Nursing and Residential Care Facilities
1695656,Apex Precision,"Apex Precision, Inc",3450.5,0,0,7,0,493,1/1/2011,5/29/2013,CA,Santa Clara County,San Jose,1658 Mabury Road San Jose CA 95133,33,332,Machine Shops,Fabricated Metal Product Manufacturing
1666396,"Venezia Construction, Inc.","Venezia Construction, Inc.",4622.67,0,0,1,0,4623,1/1/2013,5/25/2013,CA,Santa Clara County,Mountain View,PO Box 77 Mountain View CA 94035,56,561,Facilities Support Services,Administrative and Support Services
1695673,"R & R Labor, Inc.",Ramiro Rodriguez FLC,3386,0,4650,14,0,242,4/5/2013,5/22/2013,CA,San Benito County,Hollister,710 Kirkpatrick Drive Hollister CA 95023,11,115,Farm Labor Contractors and Crew Leaders,Support Activities for Agriculture and Forestry
1695675,Elkhorn Packing-Peter Colburn FLC,Peter J. Colburn,0,0,1250,0,0,0,4/1/2013,5/22/2013,CA,Monterey County,Salinas,"60 W. Market Street, Suite 110 Salinas CA 93902",11,115,Farm Labor Contractors and Crew Leaders,Support Activities for Agriculture and Forestry
1695684,GTO Packing,Jose G. Lopez,5010,0,3425,29,0,173,1/1/2013,5/21/2013,CA,Monterey County,Soledad,P.O. Box H Soledad CA 93960,11,111,Vegetable and Melon Farming,Crop Production
1692609,"Premium Employment Services, Inc.","Premium Employment Services, Inc.",0,0,1050,0,0,0,4/1/2013,5/17/2013,CA,Monterey County,Salinas,449 Harrison Road Salinas CA 93907,11,115,Farm Labor Contractors and Crew Leaders,Support Activities for Agriculture and Forestry
1701898,Ambrosia Garden,"Ibrahim & Arrellano, LLC",337.75,0,0,1,0,338,5/17/2011,5/16/2013,CA,Santa Clara County,San Jose,1946 Cottle Road San Jose CA 95125,62,623,Homes for the Elderly,Nursing and Residential Care Facilities
1693001,Willow Tree Nursing and Rehabilitation,Covenant Care LLC,27229.37,0,0,17,0,1602,5/15/2011,5/16/2013,CA,Alameda County,Oakland,2124 57th Ave. Oakland CA 94621,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1693006,Ambrosia Senior,"Ibrahim & Arrellano, LLC",142,104,0,1,104,142,5/17/2011,5/16/2013,CA,Santa Clara County,San Jose,1176 Westwood Dr. San Jose CA 95125,62,623,Homes for the Elderly,Nursing and Residential Care Facilities
1693003,Val's Plumbing and Heating Inc.,Val's Plumbing and Heating,5824.19,0,0,1,0,5824,5/13/2012,5/12/2013,CA,Monterey County,Salinas,413 Front St Salinas CA 93901,23,238,"Plumbing, Heating, and Air-Conditioning Contractors",Specialty Trade Contractors
1693004,California Auto Broker,California Auto Broker,2300,0,0,1,0,2300,5/11/2011,5/10/2013,CA,Santa Clara County,San Jose,1930 West San Carlos Street San Jose CA 95128,44,441,Used Car Dealers,Motor Vehicle and Parts Dealers 
1693016,Human Services Agency- Family & Child Svc,Human Services Agency of San Francisco,617.59,0,0,1,0,618,5/10/2010,5/9/2013,CA,San Francisco County,San Francisco,170 Otis Street San Francisco CA 94103,92,923,Administration of Human Resource Programs,Administration of Human Resource Programs 
1692160,Marin Gas & Auto Repair Services,A & A Gas Inc,13530,0,0,5,0,2706,3/1/2013,5/4/2013,CA,Marin County,Larkspur,600 Magnolia Avenue Larkspur CA 94939,44,441,Automotive Parts and Accessories Stores,Motor Vehicle and Parts Dealers 
1692161,MAGNUSSENS CAR WEST AUTO BODY,MAGNUSSENS CAR WEST AUTO BODY,13263.95,0,0,32,0,414,5/1/2010,5/1/2013,CA,Alameda County,Fremont,5177 BRANDIN CT Fremont CA 94538,81,811,"Automotive Body, Paint, and Interior Repair and Maintenance",Repair and Maintenance
1692159,Subway Store #29398,Subway Store #29398,1222,0,0,1,0,1222,5/1/2010,5/1/2013,CA,San Francisco County,San Francisco,163 Main Street San Francisco CA 94105,72,722,Full-Service Restaurants,Food Services and Drinking Places
1680613,TekReliance LLC,TekReliance LLC,24848.67,0,0,4,0,6212,10/1/2011,4/30/2013,CA,Alameda County,Livermore,6611-A Preston Road Livermore CA 94551,54,541,Custom Computer Programming Services,"Professional, Scientific, and Technical Services"
1691441,The Plant Cafe Organic,"Lettus, LLC",19776.75,0,0,3,0,6592,5/1/2011,4/30/2013,CA,San Francisco County,San Francisco,"Suite 108, Pier 3, The Embarcadero San Francisco CA 94111",72,722,Full-Service Restaurants,Food Services and Drinking Places
1690909,BEST WESTERN,APIC Hotel Management,1907.37,0,0,2,0,954,4/30/2011,4/29/2013,CA,San Francisco County,San Francisco,121 7TH STREET San Francisco CA 94103,72,721,Hotels (except Casino Hotels) and Motels,Accommodation
1693013,Innova Dynamics,"Innova Dynamics, Inc.",1823.9,0,0,1,0,1824,4/29/2011,4/28/2013,CA,San Francisco County,San Francisco,"1700 Owens Street, Suite 405 San Francisco CA 94158",54,541,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)","Professional, Scientific, and Technical Services"
1689922,Smithwick Executive Protection Patrol,Smithwick Executive Protection Patrol,16115.49,0,0,3,0,5372,4/26/2011,4/24/2013,CA,Sonoma County,Petaluma,925 Lakeville Street #14 Petaluma CA 94952,56,561,Security Guards and Patrol Services,Administrative and Support Services
1692290,Bethany Home Care 2,Bethany Home Care 2,1099.34,0,0,1,0,1099,4/24/2011,4/23/2013,CA,Alameda County,Oakland,9460 Mountain Boulevard Oakland CA 94602,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1698078,Glen Paul School,Humboldt County Office of Education,6.14,0,0,2,0,3,4/20/2011,4/19/2013,CA,Humboldt County,Eureka,2501 Cypress Avenue Eureka CA 95503,97,971,Local Elementary and Secondary Schools,State and Local Government
1687942,La Fiesta Restaurant,Grand Fiesta Corporation,609.36,0,0,3,0,203,4/18/2010,4/18/2013,CA,Santa Clara County,Mountain View,240 Villa Street Mountain View CA 94040,72,722,Full-Service Restaurants,Food Services and Drinking Places
1691046,Kenneth Light M.D.,Kenneth I Light MD Inc.,3289.31,0,0,2,0,1645,4/18/2011,4/17/2013,CA,San Francisco County,San Francisco,1700 California St San Francisco CA 94109,62,622,General Medical and Surgical Hospitals,Hospitals
1691504,Scienn Hail Home Care I,"Scienn Hail Home Care, Inc.",41777.91,3601.92,0,7,515,5968,4/17/2011,4/16/2013,CA,Contra Costa County,Antioch,2652 CARSON WAY Antioch CA 94531,62,623,Community Care Facilities for the Elderly,Nursing and Residential Care Facilities
1691508,SCIENN HAIL HOME CARE IV,"Scienn Hail Home Care, IV",57238.04,34793.04,0,8,4349,7155,4/17/2011,4/16/2013,CA,Contra Costa County,Antioch,2644 CARSON WAY Antioch CA 94531,62,623,Community Care Facilities for the Elderly,Nursing and Residential Care Facilities
1691500,SCIENN HAIL HOME CARE II,SCIENN HAIL HOME CARE II,18140.92,18140.92,0,5,3628,3628,4/16/2011,4/15/2013,CA,Contra Costa County,Antioch,5035 FERNBANK WAY Antioch CA 94531,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1691501,SCIENN HAIL HOME CARE III,Scienn Hail Home Care III,16101.34,11916.34,0,2,5958,8051,4/16/2011,4/15/2013,CA,Contra Costa County,Antioch,1840 KERN MOUNTAIN WAY Antioch CA 94531,62,623,Nursing Care Facilities,Nursing and Residential Care Facilities
1693066,Castlewood Villa,Castlewood Terrace Inc.,594.13,0,0,1,0,594,4/18/2010,4/15/2013,CA,Santa Clara County,San Jose,1502 Constanso Way San Jose CA 95129,62,623,Other Residential Care Facilities,Nursing and Residential Care Facilities
1691517,Adobe House of Petaluma,"Wilkinson Adobe House Senior Housing, LLC",22500,0,0,16,0,1406,4/16/2010,4/15/2013,CA,Sonoma County,Petaluma,750 North McDowell Boulevard Petaluma CA 94954,62,623,Community Care Facilities for the Elderly,Nursing and Residential Care Facilities
1690731,Tai Wu Restaurant,Tai Wu Incorporated,79516.07,3104.64,0,24,129,3313,4/12/2011,4/11/2013,CA,San Mateo County,Daly City,"950 King Drive, Suite 100 Daly City CA 94015",72,722,Full-Service Restaurants,Food Services and Drinking Places
1690732,Mr. Fong's BBQ and Noodles,Mr. Fong's Barbecue Restaurant Inc.,43021.93,5719.43,0,8,715,5378,4/12/2011,4/11/2013,CA,San Mateo County,Daly City,"950 King Drive, Suite 101 Daly City CA 94015",72,722,Full-Service Restaurants,Food Services and Drinking Places
1690734,Tai Wu Restaurant (Foster City),Tai Wu Incorporated,47847.52,12066.66,0,8,1508,5981,4/12/2011,4/11/2013,CA,San Mateo County,Foster City,1080 Foster City Boulevard Foster City CA 94404,72,722,Full-Service Restaurants,Food Services and Drinking Places
1690730,"Premium Employment Services, Inc. (FLC)","Premium Employment Services, Inc.",0,0,1525,0,0,0,3/1/2013,4/10/2013,CA,Monterey County,Salinas,449 Harrison Road Salinas CA 93912,11,115,Farm Labor Contractors and Crew Leaders,Support Activities for Agriculture and Forestry
1686635,Five Star Care Home II,Five Star Care Home,21028.6,11768.6,0,4,2942,5257,4/11/2011,4/10/2013,CA,San Mateo County,San Mateo,789 Niantic Drive San Mateo CA 94404,62,623,Community Care Facilities for the Elderly,Nursing and Residential Care Facilities
1686637,FIVE STAR CARE HOME I,Five Star Care Homes,3612.2,1450.8,0,2,725,1806,4/11/2011,4/10/2013,CA,San Mateo County,Redwood City,416 Lanyard Drive Redwood City CA 94065,62,623,Homes for the Elderly,Nursing and Residential Care Facilities
1686638,PINES RESIDENCE,Five Star Care Homes,18403.84,10915.84,0,2,5458,9202,4/11/2011,4/10/2013,CA,San Mateo County,Daly City,680 MacArthur Drive Daly City CA 94015,62,623,Homes for the Elderly,Nursing and Residential Care Facilities
1681847,911 Restoration,911 Remediation Inc.,1360.35,0,0,7,0,194,4/10/2011,4/9/2013,CA,Contra Costa County,Richmond,4175 Lakeside Drive Suite 120 Richmond CA 94806,56,562,Remediation Services,Waste Management and Remediation Services
1681379,Sushi House,Alameda Sushi House,105185.94,42750,0,63,679,1670,3/18/2010,4/7/2013,CA,Alameda County,Alameda,2375 Shoreline Dr. Alameda CA 94501,72,722,Full-Service Restaurants,Food Services and Drinking Places
1685878,Jean Bates & Associates,"Jean Bates & Associates, Inc.",4451.25,0,0,1,0,4451,4/5/2011,4/4/2013,CA,Contra Costa County,Danville,70 Railroad Avenue Danville CA 94526,53,531,Residential Property Managers,Real Estate
1682745,United States Postal Service,United States Postal Service,5834.48,0,0,1,0,5834,11/8/2012,4/1/2013,CA,Humboldt County,Eureka,337 West Clark Avenue Eureka CA 95501,49,491,Postal Service,Postal Service
