,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE
74670,Murray County,39541,19597,19944,18907,19278,191,136,196,157,49,92,44,49,210,232,2680,2471
74822,Muscogee County,191124,91908,99216,45797,46512,41023,47043,447,438,1946,2388,279,231,2416,2604,6619,5722
74974,Newton County,100171,47717,52454,27201,28286,19026,22551,167,154,472,500,19,27,832,936,2367,2274
75126,Oconee County,32929,16065,16864,14522,15176,799,903,34,37,517,558,6,9,187,181,755,692
75278,Oglethorpe County,14907,7389,7518,5941,5985,1277,1333,22,20,28,38,3,4,118,138,306,251
75430,Paulding County,142768,69768,73000,55807,57281,11706,13261,252,256,599,767,32,43,1372,1392,3646,3685
75582,Peach County,27750,13422,14328,7153,7075,5905,6863,56,50,113,124,8,8,187,208,1080,811
75734,Pickens County,29461,14441,15020,13984,14578,194,159,64,46,46,75,5,3,148,159,438,378
75886,Pierce County,18810,9221,9589,8220,8488,772,907,80,55,32,36,4,8,113,95,489,413
76038,Pike County,17906,8761,9145,7744,7952,851,1010,32,23,26,35,0,1,108,124,101,102
76190,Polk County,41536,20562,20974,17376,17587,2544,2768,173,115,147,161,44,37,278,306,2738,2193
76342,Pulaski County,11924,5162,6762,3546,4280,1484,2350,23,21,61,55,7,2,41,54,251,219
76494,Putnam County,21198,10317,10881,7551,7620,2540,3054,51,33,53,62,26,25,96,87,756,605
76646,Quitman County,2507,1195,1312,626,654,560,649,3,3,0,2,0,0,6,4,18,17
76798,Rabun County,16268,8030,8238,7715,7922,102,84,37,35,58,66,4,4,114,127,762,551
76950,Randolph County,7671,3525,4146,1395,1471,2096,2635,1,4,10,15,1,0,22,21,73,55
77102,Richmond County,200933,97182,103751,41314,40357,51448,58423,400,406,1525,1928,243,228,2252,2409,4465,3856
77254,Rockdale County,85407,40630,44777,20407,21071,18546,21876,212,182,758,824,43,39,664,785,4409,3695
77406,Schley County,5013,2412,2601,1869,1900,503,669,1,3,21,18,0,0,18,11,86,82
77558,Screven County,14504,7084,7420,3936,4038,3029,3249,26,19,30,30,2,0,61,84,98,83
77710,Seminole County,8725,4138,4587,2745,2921,1335,1601,8,5,16,16,0,0,34,44,114,95
77862,Spalding County,64077,31036,33041,20244,20773,9891,11314,128,136,292,309,21,22,460,487,1457,1023
78014,Stephens County,26149,12513,13636,10853,11694,1324,1531,45,50,82,104,7,9,202,248,345,294
78166,Stewart County,6101,3734,2367,1921,851,1689,1472,25,5,43,14,0,1,56,24,1470,49
78318,Sumter County,32719,15613,17106,7283,7495,7860,9136,78,78,223,207,39,15,130,175,998,730
78470,Talbot County,6835,3238,3597,1350,1349,1845,2200,16,7,2,8,0,0,25,33,49,45
78622,Taliaferro County,1699,830,869,310,345,502,503,1,2,7,5,0,0,10,14,21,16
78774,Tattnall County,25496,14798,10698,9326,8093,5190,2360,75,70,51,55,20,11,136,109,1536,997
78926,Taylor County,8771,4198,4573,2562,2664,1578,1845,6,1,28,27,0,0,24,36,112,54
79078,Telfair County,16489,9465,7024,5713,4381,3532,2555,40,5,78,22,4,2,98,59,1822,234
79230,Terrell County,9517,4588,4929,1775,1779,2732,3059,22,19,15,14,7,7,37,51,101,72
79382,Thomas County,44755,21182,23573,13142,14026,7534,9006,109,110,165,168,9,10,223,253,676,633
79534,Tift County,40242,19261,20981,13266,13957,5436,6462,83,70,267,279,8,13,201,200,2241,1845
79686,Toombs County,27303,12996,14307,9553,10143,3098,3796,99,93,91,117,14,9,141,149,1759,1336
79838,Towns County,10540,5024,5516,4945,5412,20,25,16,15,17,37,1,2,25,25,96,121
79990,Treutlen County,6888,3448,3440,2296,2255,1107,1148,8,7,9,7,0,0,28,23,73,36
80142,Troup County,67087,32202,34885,20641,21563,10420,12164,113,121,549,540,55,47,424,450,1241,949
80294,Turner County,8947,4380,4567,2476,2529,1842,1966,19,14,23,22,3,1,17,35,178,115
80446,Twiggs County,8956,4370,4586,2540,2567,1749,1950,16,15,4,10,1,0,60,44,70,59
80598,Union County,21320,10359,10961,10094,10690,72,41,49,41,21,57,4,0,119,132,273,248
80750,Upson County,27064,12990,14074,9139,9749,3578,4048,61,36,59,77,8,5,145,159,339,259
80902,Walker County,68888,33902,34986,31568,32897,1593,1309,102,97,146,170,22,15,471,498,621,503
81054,Walton County,83974,40843,43131,33502,34729,6128,7145,138,138,466,523,42,36,567,560,1449,1337
81206,Ware County,36371,18113,18258,12071,12553,5559,5236,72,59,150,149,16,10,245,251,700,518
81358,Warren County,5795,2680,3115,1046,1112,1608,1965,4,6,9,12,0,0,13,20,27,30
81510,Washington County,21110,10779,10331,5030,4604,5597,5570,10,15,65,51,1,0,76,91,291,122
81662,Wayne County,30092,15720,14372,11896,11281,3404,2674,108,46,75,95,9,12,228,264,1163,567
81814,Webster County,2777,1354,1423,774,782,564,615,2,3,3,4,0,0,11,19,57,44
81966,Wheeler County,7756,4915,2841,2805,2029,2069,775,2,4,9,7,2,1,28,25,249,115
82118,White County,27208,13301,13907,12778,13343,230,242,83,59,55,71,7,2,148,190,337,305
82270,Whitfield County,102776,51208,51568,46800,47374,2134,1983,719,668,711,752,102,81,742,710,17118,15534
82422,Wilcox County,9275,5452,3823,3220,2634,2141,1140,9,9,28,18,0,1,54,21,258,84
82574,Wilkes County,10484,5075,5409,2899,2856,2071,2425,9,9,33,31,1,0,62,88,224,146
82726,Wilkinson County,9519,4562,4957,2767,2913,1704,1956,25,17,14,20,1,1,51,50,133,91
82878,Worth County,21725,10414,11311,7526,7780,2730,3335,37,20,36,59,3,6,82,111,184,166
83030,Hawaii County,185326,92860,92466,33202,31143,671,442,531,497,19792,22043,11777,11218,26887,27123,10825,10736
83182,Honolulu County,956377,478973,477404,114942,92429,12701,7957,1705,1300,197047,226289,47003,45820,105575,103609,40051,38575
83334,Kalawao County,90,42,48,14,11,0,0,0,0,6,2,18,25,4,10,1,0
83486,Kauai County,67209,33744,33465,11585,11064,168,115,168,155,10252,11141,3263,2926,8308,8064,3165,3221
83638,Maui County,154978,77578,77400,28757,26813,553,352,421,398,21520,23957,8406,8105,17921,17775,7972,7793
83790,Ada County,393464,197002,196462,182880,182625,2748,1855,1660,1531,4446,5222,455,403,4813,4826,14436,13681
83942,Adams County,3953,2032,1921,1980,1855,3,2,14,25,6,10,1,1,28,28,40,56
84094,Bannock County,83026,41392,41634,38033,38419,393,269,1449,1378,511,598,114,95,892,875,2868,2774
84246,Bear Lake County,5977,2963,3014,2914,2948,5,4,16,20,8,16,0,1,20,25,119,103
84398,Benewah County,9285,4727,4558,4122,3966,18,10,409,399,10,17,4,4,164,162,136,113
84550,Bingham County,45767,22984,22783,20690,20436,109,97,1590,1699,160,168,24,21,411,362,4213,3727
84702,Blaine County,21301,10839,10462,10437,10040,30,25,155,154,89,104,16,10,112,129,2227,2023
84854,Boise County,7008,3655,3353,3529,3209,12,11,29,39,16,13,0,4,69,77,123,130
85006,Bonner County,40917,20601,20316,19911,19547,48,21,157,175,65,132,20,23,400,418,453,469
85158,Bonneville County,104696,52250,52446,49885,50135,378,300,576,550,414,523,64,40,933,898,6268,5773
85310,Boundary County,11012,5570,5442,5347,5155,17,11,76,117,19,47,2,4,109,108,193,204
85462,Butte County,2909,1494,1415,1467,1373,3,2,8,9,1,4,2,3,13,24,72,60
85614,Camas County,1111,576,535,559,512,1,2,7,1,0,1,0,0,9,19,41,35
85766,Canyon County,189400,93707,95693,88272,90184,728,597,1569,1505,753,988,289,278,2096,2141,22979,22261
85918,Caribou County,6976,3515,3461,3438,3367,2,2,21,19,13,10,6,7,35,56,196,146
86070,Cassia County,23088,11657,11431,11210,10959,53,62,155,136,65,85,18,13,156,176,3046,2722
86222,Clark County,979,540,439,517,413,4,2,8,11,5,3,0,0,6,10,233,170
86374,Clearwater County,8632,4622,4010,4390,3801,15,3,104,85,25,34,3,6,85,81,176,95
86526,Custer County,4360,2311,2049,2269,2001,4,3,11,15,7,4,1,2,19,24,103,69
86678,Elmore County,27118,14015,13103,12479,11647,451,324,185,187,358,435,59,53,483,457,2197,1922
86830,Franklin County,12793,6488,6305,6368,6147,15,13,29,42,5,11,2,5,69,87,443,399
86982,Fremont County,13241,6961,6280,6739,6079,54,34,57,55,11,19,12,10,88,83,943,754
87134,Gem County,16676,8257,8419,7967,8121,14,7,64,55,30,64,12,5,170,167,713,621
87286,Gooding County,15478,7985,7493,7632,7184,30,24,139,102,56,45,12,17,116,121,2438,1919
87438,Idaho County,16300,8503,7797,8046,7370,24,16,256,243,25,47,7,0,145,121,243,186
87590,Jefferson County,26219,13152,13067,12677,12628,38,27,169,149,56,60,18,18,194,185,1399,1242
87742,Jerome County,22461,11470,10991,10960,10493,70,41,267,254,37,51,16,15,120,137,3818,3159
87894,Kootenai County,138910,68456,70454,65363,67063,265,185,915,946,362,646,79,75,1472,1539,2586,2751
88046,Latah County,37278,19192,18086,17952,17028,202,104,151,129,409,367,31,31,447,427,654,691
88198,Lemhi County,7961,4061,3900,3946,3772,10,10,31,33,7,24,1,2,66,59,86,99
88350,Lewis County,3817,1916,1901,1765,1734,5,7,102,94,7,11,2,2,35,53,66,65
88502,Lincoln County,5216,2691,2525,2598,2453,13,4,31,25,9,12,3,3,37,28,805,663
88654,Madison County,37592,18239,19353,17620,18657,93,102,54,73,172,219,72,24,228,278,1082,1150
88806,Minidoka County,20082,10160,9922,9664,9473,62,48,230,195,44,66,5,3,155,137,3439,3085
88958,Nez Perce County,39335,19493,19842,17704,18058,72,47,1121,1128,126,162,19,16,451,431,567,558
89110,Oneida County,4294,2188,2106,2142,2058,4,5,12,9,6,15,1,1,23,18,56,69
89262,Owyhee County,11472,5868,5604,5411,5102,34,36,295,305,37,44,8,8,83,109,1632,1362
89414,Payette County,22637,11201,11436,10663,10831,31,30,154,156,82,129,14,6,257,284,1782,1623
89566,Power County,7851,4044,3807,3836,3551,36,34,97,118,13,20,8,5,54,79,1259,1090
89718,Shoshone County,12720,6392,6328,6150,6062,16,14,97,91,17,33,8,11,104,117,213,175
89870,Teton County,10157,5291,4866,5175,4729,13,18,31,28,14,33,7,8,51,50,943,781
90022,Twin Falls County,77541,38273,39268,36449,37364,225,181,478,450,448,553,69,71,604,649,5721,4979
90174,Valley County,9781,5066,4715,4920,4592,8,3,47,46,16,26,2,0,73,48,217,177
90326,Washington County,10195,5020,5175,4818,4954,16,13,51,71,48,59,7,9,80,69,906,822
90478,Adams County,67154,32723,34431,30692,32453,1214,1163,64,54,216,236,5,6,532,519,382,407
90630,Alexander County,8214,4166,4048,2576,2489,1494,1461,20,11,10,8,4,2,62,77,120,36
90782,Bond County,17772,9298,8474,8246,8026,826,290,67,37,41,34,4,1,114,86,418,136
90934,Boone County,54123,27026,27097,25299,25393,605,563,197,165,326,421,27,20,572,535,5729,5225
91086,Brown County,6913,4433,2480,3019,2443,1290,9,80,2,12,8,0,2,32,16,384,19
91238,Bureau County,34921,17109,17812,16615,17314,140,115,60,61,101,149,7,4,186,169,1385,1315
91390,Calhoun County,5082,2526,2556,2509,2527,5,2,4,5,2,10,0,0,6,12,27,17
91542,Carroll County,15382,7702,7680,7484,7499,91,44,28,24,24,29,0,3,75,81,221,224
91694,Cass County,13634,6837,6797,6455,6481,274,205,42,22,20,31,1,2,45,56,1282,1034
91846,Champaign County,201489,100633,100856,75866,75786,11877,13545,407,332,9906,8538,113,77,2464,2578,5652,5000
91998,Christian County,34785,17660,17125,16967,16773,435,67,27,30,83,99,4,7,144,149,285,187
92150,Clark County,16300,7943,8357,7832,8227,30,20,11,13,17,43,1,1,52,53,93,81
92302,Clay County,13813,6788,7025,6676,6892,32,21,14,20,19,48,0,0,47,44,91,63
92454,Clinton County,37826,19555,18271,18039,17715,1190,195,73,48,62,104,13,9,178,200,687,391
92606,Coles County,53895,25944,27951,24244,26111,1008,1087,55,58,252,290,8,8,377,397,584,578
92758,Cook County,5199303,2516814,2682489,1695270,1728590,595928,714468,20564,19289,161077,173700,1993,1886,41982,44556,640310,608063
92910,Crawford County,19811,10289,9522,9220,9297,892,55,35,27,46,63,6,3,90,77,245,119
93062,Cumberland County,11047,5517,5530,5427,5444,20,16,8,9,18,16,1,0,43,45,29,47
93214,DeKalb County,105177,52445,52732,46951,46515,3113,3775,225,188,1299,1343,31,31,826,880,5558,5193
93366,De Witt County,16586,8224,8362,8018,8193,77,19,21,12,22,51,3,4,83,83,186,169
93518,Douglas County,19957,9833,10124,9629,9920,42,40,25,19,40,53,0,1,97,91,648,559
93670,DuPage County,918145,449928,468217,373622,386049,20472,23632,1956,1859,46009,48996,197,196,7672,7485,63025,59017
93822,Edgar County,18510,8976,9534,8853,9404,35,39,20,12,13,23,3,1,52,55,96,91
93974,Edwards County,6728,3320,3408,3265,3349,20,12,6,7,8,14,0,0,21,26,42,19
94126,Effingham County,34224,17011,17213,16728,16949,61,28,37,30,72,82,3,7,110,117,345,266
94278,Fayette County,22129,11626,10503,10494,10336,975,18,25,20,23,31,2,3,107,95,224,81
94430,Ford County,14078,6865,7213,6699,7087,72,26,20,18,14,22,0,0,60,60,166,128
94582,Franklin County,40029,19553,20476,19185,20067,71,60,52,73,55,66,0,4,190,206,246,233
94734,Fulton County,37053,19150,17903,17495,17558,1261,82,167,48,54,61,2,0,171,154,721,180
94886,Gallatin County,5586,2715,2871,2669,2819,8,6,7,7,2,3,0,0,29,36,41,28
95038,Greene County,13881,7022,6859,6836,6790,113,8,13,12,7,9,1,1,52,39,73,49
95190,Grundy County,50120,25026,25094,24194,24262,347,300,75,74,154,202,5,13,251,243,2151,1961
95342,Hamilton County,8453,4125,4328,4065,4253,16,15,13,15,4,14,1,0,26,31,54,52
95494,Hancock County,19085,9390,9695,9244,9529,35,22,19,24,17,29,5,7,70,84,92,93
95646,Hardin County,4305,2144,2161,2092,2115,9,3,13,15,10,12,2,3,18,13,22,36
95798,Henderson County,7332,3610,3722,3550,3666,11,6,10,7,4,11,3,2,32,30,29,49
95950,Henry County,50445,25092,25353,24175,24505,481,342,47,71,78,124,6,8,305,303,1269,1140
96102,Iroquois County,29675,14499,15176,14115,14805,146,100,41,35,46,76,1,6,150,154,833,762
96254,Jackson County,60381,30700,29681,24602,23158,4118,4640,144,143,1086,981,21,23,729,736,1278,1161
96406,Jasper County,9707,4836,4871,4781,4814,9,3,8,7,9,17,0,2,29,28,45,37
96558,Jefferson County,38763,19903,18860,17367,17134,2045,1242,62,43,130,141,5,3,294,297,522,275
96710,Jersey County,22966,11235,11731,10980,11480,49,47,38,29,30,46,5,1,133,128,112,113
96862,Jo Daviess County,22649,11358,11291,11133,11093,64,43,22,26,34,39,6,5,99,85,340,280
97014,Johnson County,12610,7035,5575,5925,5468,1020,16,28,13,10,18,3,1,49,59,285,104
97166,Kane County,516069,257226,258843,225633,225805,15207,16173,2861,2534,9044,9919,204,178,4277,4234,82006,76677
97318,Kankakee County,113450,55687,57763,45513,46938,8434,9032,209,227,513,584,23,18,995,964,5462,4774
97470,Kendall County,115303,57117,58186,50807,51509,3354,3477,233,250,1680,1924,21,20,1022,1006,9129,8889
97622,Knox County,52930,26607,26323,23159,24140,2592,1327,102,63,166,200,4,8,584,585,1471,1085
97774,Lake County,704294,351637,352657,294575,292646,25024,26546,3159,2902,22161,23768,276,292,6442,6503,72843,67716
97926,LaSalle County,113835,56850,56985,54071,55066,1657,604,174,169,310,487,10,15,628,644,4887,4330
98078,Lawrence County,16927,9460,7467,7736,7305,1579,60,31,21,32,16,3,1,79,64,480,81
98230,Lee County,35930,18866,17064,16965,16407,1502,259,65,39,125,145,7,4,202,210,1084,723
98382,Livingston County,38871,19481,19390,17917,18297,1212,739,45,44,97,112,1,1,209,197,882,650
98534,Logan County,30274,15356,14918,13519,13779,1530,795,64,33,75,117,3,2,165,192,588,311
98686,McDonough County,32607,16327,16280,14913,14783,785,877,39,42,312,299,0,4,278,275,477,397
98838,McHenry County,309119,154089,155030,145611,146404,1914,1637,738,657,3794,4296,60,61,1972,1975,18549,16878
98990,McLean County,169858,82487,87371,70472,75080,6202,6464,263,239,3769,3780,45,28,1736,1780,3875,3664
99142,Macon County,110780,52994,57786,42478,46036,8528,9675,134,123,551,609,18,23,1285,1320,1103,992
99294,Macoupin County,47791,23600,24191,23065,23676,191,176,61,72,60,74,8,3,215,190,204,214
99446,Madison County,269384,131620,137764,117840,122345,10012,11416,405,376,1057,1296,76,53,2230,2278,3849,3537
99598,Marion County,39447,19159,20288,17931,18996,770,814,72,55,109,116,7,2,270,305,308,235
99750,Marshall County,12626,6212,6414,6103,6303,28,19,16,11,20,32,1,1,44,48,152,165
99902,Mason County,14652,7188,7464,7046,7345,38,16,14,26,15,26,1,0,74,51,63,55
100054,Massac County,15408,7366,8042,6748,7345,443,469,32,35,16,28,1,0,126,165,163,137
100206,Menard County,12707,6190,6517,6057,6372,39,38,20,13,10,28,1,1,63,65,68,59
100358,Mercer County,16415,8122,8293,7993,8194,30,20,13,4,21,31,0,2,65,42,141,163
100510,Monroe County,33011,16303,16708,16040,16415,45,36,30,39,59,97,4,3,125,118,216,241
100662,Montgomery County,30090,15743,14347,14683,14085,892,65,29,23,47,64,7,4,85,106,311,157
100814,Morgan County,35519,17856,17663,15937,16586,1484,674,74,36,71,96,9,2,281,269,426,285
100966,Moultrie County,14855,7219,7636,7120,7544,27,16,15,13,14,20,0,0,43,43,63,70
101118,Ogle County,53440,26476,26964,25682,26223,294,206,83,65,122,172,16,18,279,280,2464,2309
101270,Peoria County,186218,90074,96144,68597,72700,15612,17722,407,318,3081,2878,35,52,2342,2474,3669,3499
101422,Perry County,22328,12093,10235,10119,9810,1678,229,60,19,50,39,5,6,181,132,492,112
101574,Piatt County,16723,8277,8446,8124,8297,41,21,17,13,25,32,1,5,69,78,89,80
101726,Pike County,16386,8177,8209,7824,8106,258,17,15,15,17,24,5,1,58,46,110,71
101878,Pope County,4455,2344,2111,2101,2004,203,72,14,15,5,6,1,0,20,14,42,24
102030,Pulaski County,6134,2934,3200,1926,2060,949,1056,13,12,3,9,2,1,41,62,48,52
102182,Putnam County,5999,3035,2964,2979,2915,23,9,2,4,4,9,0,1,27,26,136,119
102334,Randolph County,33458,18368,15090,15266,14393,2819,471,48,31,55,58,14,6,166,131,675,205
102486,Richland County,16216,7959,8257,7775,8071,58,23,14,14,49,70,1,0,62,79,91,111
102638,Rock Island County,147632,72451,75181,61903,65108,7058,6672,383,417,1359,1221,26,28,1722,1735,8771,8436
102790,St. Clair County,270364,130184,140180,87536,90094,38153,44598,408,410,1313,2071,126,133,2648,2874,4562,4321
102942,Saline County,24931,12187,12744,11257,12021,616,398,45,50,44,67,12,4,213,204,170,174
103094,Sangamon County,197797,94933,102864,79922,86326,11172,12496,227,228,1585,1694,29,20,1998,2100,1712,1836
103246,Schuyler County,7542,3939,3603,3715,3523,197,53,6,6,3,10,0,0,18,11,57,42
103398,Scott County,5335,2607,2728,2569,2695,6,3,6,3,5,8,0,0,21,19,21,25
103550,Shelby County,22359,11138,11221,10983,11098,38,17,29,17,23,33,2,3,63,53,88,94
103702,Stark County,5970,2912,3058,2854,2999,20,12,7,7,7,14,0,0,24,26,25,35
103854,Stephenson County,47656,23102,24554,20281,21507,2120,2226,57,46,126,179,12,6,506,590,712,707
104006,Tazewell County,135478,66762,68716,64311,66739,1003,447,239,156,433,605,15,21,761,748,1405,1134
104158,Union County,17746,8850,8896,8542,8636,107,58,59,45,23,32,2,4,117,121,476,380
104310,Vermilion County,81613,40481,41132,33698,34779,5621,5086,138,132,256,320,10,11,758,804,1915,1570
104462,Wabash County,11905,5830,6075,5661,5931,44,37,11,14,38,40,4,1,72,52,79,74
104614,Warren County,17714,8605,9109,8206,8775,201,133,34,23,41,55,16,8,107,115,819,686
104766,Washington County,14701,7362,7339,7215,7211,58,44,11,7,16,28,2,2,60,47,110,95
104918,Wayne County,16746,8251,8495,8095,8382,32,12,17,20,45,32,0,1,62,48,99,81
105070,White County,14611,7063,7548,6922,7451,47,11,30,18,9,22,4,2,51,44,95,65
105222,Whiteside County,58496,28710,29786,27538,28669,492,406,138,102,115,171,9,6,418,432,3328,3168
105374,Will County,678910,337195,341715,276739,278435,38001,39674,1406,1311,15373,16693,155,135,5521,5467,54778,51603
105526,Williamson County,66440,32904,33536,30371,31613,1602,987,160,103,270,315,5,6,496,512,750,563
105678,Winnebago County,295101,144238,150863,118922,123636,17695,19240,751,731,3369,3660,61,56,3440,3540,16566,15713
105830,Woodford County,38655,19120,19535,18677,19110,109,83,46,38,94,123,2,3,192,178,267,263
105982,Adams County,34455,17036,17419,16782,17164,70,53,53,41,31,50,2,5,98,106,726,693
106134,Allen County,355890,173491,182399,142852,149316,20260,22369,879,824,4973,5173,196,179,4331,4538,11920,11278
106286,Bartholomew County,76846,37962,38884,34903,36201,862,660,218,157,1446,1301,33,26,500,539,2674,2065
106438,Benton County,8856,4395,4461,4315,4388,35,21,10,2,1,14,2,1,32,35,230,207
106590,Blackford County,12750,6286,6464,6157,6344,44,13,5,16,5,16,3,1,72,74,66,56
106742,Boone County,56845,27975,28870,26857,27664,276,242,74,41,440,552,4,7,324,364,678,613
106894,Brown County,15200,7539,7661,7402,7471,35,31,24,24,7,41,0,1,71,93,95,91
107046,Carroll County,20183,10108,10075,9950,9911,35,27,19,35,7,14,1,0,96,88,407,320
107198,Cass County,38974,19500,19474,18327,18555,453,254,231,190,244,217,33,36,212,222,2646,2289
107350,Clark County,110557,54145,56412,48453,50546,3959,3972,224,197,424,508,33,25,1052,1164,3031,2364
107502,Clay County,26853,13226,13627,12987,13414,63,32,32,25,24,40,5,3,115,113,180,138
107654,Clinton County,33203,16408,16795,16103,16513,107,47,54,56,35,52,4,3,105,124,2386,2026
107806,Crawford County,10716,5432,5284,5328,5180,18,15,25,15,9,12,4,5,48,57,67,64
107958,Daviess County,31744,15822,15922,15452,15577,102,90,48,54,82,79,16,7,122,115,724,597
108110,Dearborn County,50099,24923,25176,24384,24651,178,124,50,44,76,119,15,16,220,222,258,252
108262,Decatur County,25791,12770,13021,12488,12762,49,41,20,28,99,96,3,3,111,91,254,177
108414,DeKalb County,42293,20971,21322,20551,20870,88,80,55,52,89,114,7,12,181,194,559,485
108566,Delaware County,117692,56624,61068,50759,54717,4001,4268,159,164,570,670,33,29,1102,1220,1118,1040
108718,Dubois County,41906,20631,21275,20269,20912,98,58,51,50,84,122,10,13,119,120,1374,1176
108870,Elkhart County,197471,97471,100000,87905,90308,5866,5906,659,546,930,1115,82,65,2029,2060,14716,13184
109022,Fayette County,24333,11926,12407,11594,12073,162,170,14,22,37,42,0,0,119,100,106,118
109174,Floyd County,74708,36198,38510,33158,35262,1889,2044,104,113,335,408,8,11,704,672,1110,867
109326,Fountain County,17271,8554,8717,8417,8561,23,19,25,28,8,29,5,5,76,75,198,177
109478,Franklin County,23062,11536,11526,11396,11372,19,23,18,16,24,31,0,2,79,82,121,97
109630,Fulton County,20818,10358,10460,10008,10166,97,61,94,71,48,61,3,2,108,99,484,396
109782,Gibson County,33554,16592,16962,15900,16288,342,276,41,40,59,99,1,2,249,257,243,208
109934,Grant County,69935,33625,36310,30004,32777,2526,2428,133,124,195,249,17,8,750,724,1358,1170
110086,Greene County,33166,16564,16602,16305,16354,35,19,42,49,44,60,4,4,134,116,172,162
110238,Hamilton County,276501,134950,141551,120979,126828,4934,5042,313,284,6553,7135,65,85,2106,2177,4756,4816
110390,Hancock County,70223,34502,35721,33068,34131,725,764,76,89,225,347,13,8,395,382,575,658
110542,Harrison County,39352,19667,19685,19240,19297,120,71,48,46,61,101,4,7,194,163,317,270
110694,Hendricks County,145863,72706,73157,65885,67023,4094,3210,184,206,1477,1672,36,43,1030,1003,2289,2156
110846,Henry County,49488,25122,24366,23847,23768,893,189,42,32,66,97,0,5,274,275,423,279
110998,Howard County,82731,39791,42940,35553,38438,2843,2940,148,156,339,431,9,20,899,955,1153,1065
111150,Huntington County,37116,18232,18884,17783,18464,97,79,75,72,75,97,14,3,188,169,322,312
111302,Jackson County,42578,21205,21373,20477,20717,199,135,53,43,238,227,36,15,202,236,1403,1026
111454,Jasper County,33514,16685,16829,16290,16482,151,78,41,48,56,81,2,9,145,131,933,915
111606,Jay County,21172,10455,10717,10301,10545,33,28,11,14,38,42,1,1,71,87,306,271
111758,Jefferson County,32423,15597,16826,15003,16119,262,339,38,36,85,134,6,3,203,195,398,361
111910,Jennings County,28475,14262,14213,13939,13927,129,98,17,13,18,53,3,2,156,120,294,288
112062,Johnson County,140281,68986,71295,65447,67925,1016,699,189,181,1418,1477,38,30,878,983,2346,1971
112214,Knox County,38389,19312,19077,18321,18268,582,459,53,30,129,129,7,5,220,186,337,270
112366,Kosciusko County,77340,38463,38877,37215,37749,369,244,153,129,320,378,10,19,396,358,3050,2586
112518,LaGrange County,37156,18745,18411,18443,18134,79,54,52,40,51,71,2,1,118,111,697,631
112670,Lake County,495987,239391,256596,172159,176539,58984,71299,1253,1203,3082,3440,107,136,3806,3979,41755,41199
112822,LaPorte County,111454,57603,53851,48851,47324,7235,4913,190,213,262,343,7,15,1058,1043,3389,2748
112974,Lawrence County,46124,22803,23321,22287,22759,116,82,82,76,97,136,4,10,217,258,291,262
113126,Madison County,131637,65790,65847,57982,59324,6225,4881,260,203,254,325,24,30,1045,1084,2341,1859
113278,Marion County,904668,436214,468454,300133,311436,113449,133012,2432,2197,9182,9948,351,346,10667,11515,45668,38994
113430,Marshall County,47009,23272,23737,22643,23160,169,110,78,59,98,144,16,12,268,252,2123,1863
113582,Martin County,10368,5244,5124,5170,5047,14,3,19,12,7,21,0,0,34,41,31,42
113734,Miami County,36797,19650,17147,17685,16334,1443,255,183,157,55,86,4,6,280,309,548,347
113886,Monroe County,138557,69090,69467,61165,61626,2355,2289,201,216,3766,3692,42,35,1561,1609,2138,1982
114038,Montgomery County,38087,19196,18891,18563,18411,219,124,71,59,121,99,4,7,218,191,958,776
114190,Morgan County,69169,34291,34878,33652,34190,108,76,114,94,83,176,12,9,322,333,441,408
114342,Newton County,14240,7185,7055,7048,6919,37,30,25,17,9,28,5,9,61,52,372,350
114494,Noble County,47476,23764,23712,23257,23209,139,96,70,64,78,102,10,9,210,232,2415,2147
114646,Ohio County,6110,3021,3089,2980,3038,12,10,4,8,6,14,0,0,19,19,42,26
114798,Orange County,19802,9853,9949,9576,9708,108,65,32,34,24,34,0,2,113,106,109,86
114950,Owen County,21582,10816,10766,10644,10558,38,26,35,36,20,45,1,0,78,101,98,108
115102,Parke County,17285,8116,9169,7991,8699,41,352,28,42,8,29,2,2,46,45,108,112
115254,Perry County,19417,10328,9089,9733,8942,484,16,17,18,29,44,2,2,63,67,107,86
115406,Pike County,12850,6421,6429,6338,6335,19,23,13,14,6,21,3,1,42,35,60,70
115558,Porter County,164550,80841,83709,75986,78375,2458,2668,280,317,935,1120,27,25,1155,1204,6933,7146
115710,Posey County,25857,12855,13002,12540,12700,138,98,24,25,26,50,2,2,125,127,127,121
115862,Pulaski County,13356,6747,6609,6619,6477,45,40,22,18,5,23,1,2,55,49,174,151
116014,Putnam County,37908,20010,17898,18304,17282,1331,197,58,50,118,173,9,6,190,190,348,244
116166,Randolph County,26180,12907,13273,12643,13001,81,58,40,50,31,39,3,5,109,120,465,329
116318,Ripley County,28835,14218,14617,13971,14328,43,24,26,41,66,86,2,2,110,136,240,205
116470,Rush County,17367,8565,8802,8385,8618,76,69,11,19,26,31,2,2,65,63,111,82
116622,St. Joseph County,266797,129330,137467,106489,111936,16432,18449,696,714,2460,2769,129,137,3124,3462,10016,9481
116774,Scott County,24173,11943,12230,11751,12038,37,24,24,21,54,69,10,4,67,74,199,168
