,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE
4218,DeKalb County,97079,48231,48848,43858,43735,2406,3000,140,129,1326,1340,33,49,468,595,4263,3477
4446,De Witt County,16421,8064,8357,7861,8200,96,51,22,12,25,34,2,2,58,58,134,143
4674,Douglas County,19738,9678,10060,9474,9873,89,62,26,22,31,54,2,0,56,49,510,396
4902,DuPage County,922962,456727,466235,390950,397899,17270,18496,1179,1082,41896,43390,200,166,5232,5202,53667,45188
5130,Edgar County,19046,9331,9715,8937,9580,323,44,18,19,8,29,2,0,43,43,101,81
5358,Edwards County,6706,3261,3445,3229,3399,8,4,1,6,9,19,1,2,13,15,25,13
5586,Effingham County,34520,17128,17392,16878,17169,75,44,36,37,70,70,0,4,69,68,246,170
5814,Fayette County,20597,10311,10286,9786,10147,433,39,11,18,14,28,2,2,65,52,108,78
6042,Ford County,14049,6776,7273,6642,7146,63,33,11,5,22,40,0,0,38,49,127,118
6270,Franklin County,39149,18878,20271,18558,19951,107,88,45,42,34,55,4,1,130,134,171,160
6498,Fulton County,37372,19259,18113,17705,17799,1362,99,46,39,46,52,4,2,96,122,368,149
6726,Gallatin County,6108,2958,3150,2900,3102,12,11,29,18,1,3,1,1,15,15,40,21
6954,Greene County,14163,6898,7265,6788,7169,39,18,14,22,7,9,1,2,49,45,40,38
7182,Grundy County,40862,20485,20377,19976,19887,227,200,66,47,94,104,3,5,119,134,1222,979
7410,Hamilton County,8372,4072,4300,3994,4223,40,33,17,6,5,8,0,1,16,29,33,31
7638,Hancock County,19215,9326,9889,9161,9766,58,21,22,15,23,23,2,4,60,60,74,63
7866,Hardin County,4673,2344,2329,2187,2284,124,14,2,2,11,12,4,2,16,15,36,22
8094,Henderson County,7915,3905,4010,3844,3956,18,11,3,7,5,3,1,2,34,31,43,43
8322,Henry County,49925,24639,25286,24019,24599,328,336,25,39,66,94,2,4,199,214,865,800
8550,Iroquois County,30318,14925,15393,14491,15057,223,136,44,37,53,68,3,3,111,92,776,638
8778,Jackson County,58711,29830,28881,24352,23087,3728,4097,102,105,1125,1102,17,19,506,471,864,808
9006,Jasper County,9916,4926,4990,4884,4952,17,4,5,3,6,13,1,1,13,17,28,29
9234,Jefferson County,40034,20504,19530,18031,17985,2091,1139,53,41,101,117,2,2,226,246,370,224
9462,Jersey County,22127,10870,11257,10604,11049,136,78,27,19,25,37,1,6,77,68,91,102
9690,Jo Daviess County,22298,11241,11057,11072,10921,48,29,37,18,20,21,0,5,64,63,318,184
9918,Johnson County,13506,8210,5296,6078,5160,2057,67,22,14,8,10,3,2,42,43,370,62
10146,Kane County,466937,236218,230719,213023,207330,13465,13605,975,786,6045,6219,165,169,2545,2610,66217,57478
10374,Kankakee County,107424,52518,54906,43473,45153,7844,8578,116,102,439,467,15,10,631,596,3565,2863
10602,Kendall County,72336,36311,36025,34304,34031,1074,1028,57,61,538,576,7,8,331,321,4330,3917
10830,Knox County,53290,26676,26614,23622,24821,2457,1165,61,60,175,230,5,3,356,335,1130,865
11058,Lake County,684394,343293,341101,297378,293170,23433,24419,1303,1123,16479,17793,243,240,4457,4356,62660,54103
11286,LaSalle County,111407,54980,56427,52936,54967,1145,467,112,107,304,418,10,20,473,448,3566,3296
11514,Lawrence County,16460,8512,7948,7516,7698,922,166,12,12,10,15,0,0,52,57,213,68
11742,Lee County,35072,17831,17241,16492,16508,1033,427,23,23,120,135,4,5,159,143,730,561
11970,Livingston County,38462,19011,19451,17661,18468,1112,722,35,41,65,69,1,1,137,150,586,430
12198,Logan County,30452,15266,15186,13656,14254,1378,687,32,23,108,112,4,1,88,109,354,184
12426,McDonough County,32838,16063,16775,14706,15422,736,693,27,21,426,469,3,10,165,160,291,274
12654,McHenry County,294351,148090,146261,141798,140114,1479,1295,271,285,3260,3396,46,42,1236,1129,14987,12568
12882,McLean County,158395,76875,81520,68376,72759,5269,5639,147,154,2065,1903,32,28,986,1037,2551,2313
13110,Macon County,109987,52557,57430,44080,47406,7183,8585,100,113,387,459,17,15,790,852,608,660
13338,Macoupin County,48633,23817,24816,23278,24320,273,238,58,58,52,58,7,7,149,135,185,204
13566,Madison County,264032,127700,136332,115719,122518,9385,11035,369,411,829,965,29,34,1369,1369,2586,2377
13794,Marion County,40035,19320,20715,18166,19480,742,821,43,54,133,124,7,9,229,227,230,180
14022,Marshall County,12997,6426,6571,6297,6445,57,42,14,16,16,20,0,1,42,47,124,109
14250,Mason County,15660,7691,7969,7568,7846,44,25,17,27,15,22,0,0,47,49,69,63
14478,Massac County,15232,7320,7912,6768,7349,415,437,20,16,16,22,0,0,101,88,104,87
14706,Menard County,12516,6185,6331,6068,6242,64,33,12,19,7,15,0,0,34,22,76,55
14934,Mercer County,16689,8252,8437,8109,8303,74,39,11,12,10,24,0,1,48,58,113,129
15162,Monroe County,30659,15217,15442,14986,15200,91,95,30,23,36,57,3,0,71,67,189,174
15390,Montgomery County,30144,15570,14574,14315,14358,1116,60,37,34,26,49,4,5,72,68,231,114
15618,Morgan County,35978,17970,18008,16261,17029,1373,643,44,29,94,117,2,1,196,189,327,222
15846,Moultrie County,14324,6964,7360,6863,7243,49,36,10,19,9,19,3,4,30,39,59,55
16074,Ogle County,53358,26548,26810,25900,26212,256,204,79,70,110,145,9,11,194,168,2108,1778
16302,Peoria County,182034,87694,94340,69685,74850,14336,15960,241,228,1913,1770,27,39,1492,1493,2280,2149
16530,Perry County,22606,12130,10476,10227,10079,1732,236,33,30,31,39,7,3,100,89,332,114
16758,Piatt County,16347,8047,8300,7911,8170,56,44,9,6,26,20,1,2,44,58,72,61
16986,Pike County,16796,8310,8486,8018,8383,209,14,19,11,23,18,2,3,39,57,49,49
17214,Pope County,4229,2141,2088,1950,1996,137,38,23,15,4,9,0,0,27,30,24,20
17442,Pulaski County,6825,3266,3559,2203,2311,973,1180,1,9,56,12,0,0,33,47,83,38
17670,Putnam County,6014,2993,3021,2930,2972,27,14,13,11,9,11,0,0,14,13,102,108
17898,Randolph County,33241,17910,15331,15070,14630,2611,493,36,25,41,46,10,5,142,132,415,134
18126,Richland County,15934,7692,8242,7521,8091,59,37,10,12,48,47,6,1,48,54,76,66
18354,Rock Island County,146817,71597,75220,63545,67476,5816,5489,255,236,891,927,24,29,1066,1063,7427,6737
18582,St. Clair County,258406,123366,135040,85956,90177,34349,40994,376,367,977,1692,68,67,1640,1743,3353,3029
18810,Saline County,26128,12670,13458,11724,12834,749,409,45,38,19,42,2,2,131,133,180,120
19038,Sangamon County,192270,92014,100256,79881,86927,9461,10545,238,200,1189,1304,34,23,1211,1257,1228,1237
19266,Schuyler County,7024,3499,3525,3462,3488,15,8,8,3,2,6,0,1,12,19,43,39
19494,Scott County,5368,2632,2736,2624,2714,1,1,1,8,1,6,0,0,5,7,5,8
19722,Shelby County,22156,10981,11175,10829,11057,51,33,22,13,25,28,0,1,54,43,68,72
19950,Stark County,6141,2973,3168,2935,3121,6,5,3,11,4,8,0,0,25,23,35,32
20178,Stephenson County,47822,23094,24728,20734,22131,1775,1964,52,38,175,193,12,14,346,388,492,432
20406,Tazewell County,128349,63301,65048,61427,63600,928,416,201,145,324,456,7,4,414,427,829,751
20634,Union County,18076,8815,9261,8553,9041,123,73,36,40,32,29,2,1,69,77,305,283
20862,Vermilion County,82136,40511,41625,34683,36622,5026,4128,101,93,260,266,8,9,433,507,1518,1239
21090,Wabash County,12458,6102,6356,5974,6211,44,21,12,13,22,44,5,1,45,66,62,51
21318,Warren County,17758,8644,9114,8299,8797,198,159,19,20,32,46,20,2,76,90,343,346
21546,Washington County,15002,7470,7532,7323,7391,73,52,19,22,7,22,2,2,46,43,67,82
21774,Wayne County,16673,8132,8541,7952,8415,70,31,28,18,31,34,0,1,51,42,68,58
22002,White County,15010,7185,7825,7023,7694,55,20,24,29,9,19,2,0,72,63,71,60
22230,Whiteside County,59433,29131,30302,28238,29469,430,354,88,88,132,142,4,0,239,249,2904,2651
22458,Will County,608245,304632,303613,258925,257103,32181,32447,884,832,8954,9658,113,106,3575,3467,37189,32823
22686,Williamson County,63064,30824,32240,29105,30868,1124,752,88,87,183,194,11,8,313,331,501,390
22914,Winnebago County,286929,140890,146039,120510,124019,15083,16568,520,512,2701,2810,59,67,2017,2063,13275,11631
23142,Woodford County,36503,17971,18532,17678,18175,122,119,28,33,48,78,0,4,95,123,166,142
114,Adams County,33758,16756,17002,16521,16795,73,48,37,24,37,36,8,8,80,91,627,551
342,Allen County,340678,166931,173747,141400,146546,19117,20849,716,685,3090,2996,106,65,2502,2606,9555,8106
570,Bartholomew County,72523,35779,36744,33741,34847,735,641,60,68,936,850,17,20,290,318,1433,926
798,Benton County,8954,4466,4488,4364,4391,40,16,8,6,2,7,0,0,52,68,164,157
1026,Blackford County,13599,6723,6876,6610,6753,29,24,23,24,11,11,0,0,50,64,52,50
1254,Boone County,50305,24698,25607,23981,24861,266,239,68,59,231,291,2,3,150,154,378,398
1482,Brown County,15063,7599,7464,7450,7306,60,46,20,21,11,23,1,1,57,67,90,91
1710,Carroll County,19980,10009,9971,9903,9860,44,36,17,18,6,8,0,1,39,48,398,316
1938,Cass County,39958,20167,19791,19355,19225,371,207,100,63,120,143,17,8,204,145,2233,1461
2166,Clark County,100259,49006,51253,44299,46506,3511,3552,158,115,337,399,26,22,675,659,1493,957
2394,Clay County,26802,13040,13762,12798,13465,113,104,38,35,11,52,1,4,79,102,121,124
2622,Clinton County,33800,16671,17129,16418,16888,90,84,30,20,39,45,6,5,88,87,1999,1643
2850,Crawford County,10978,5500,5478,5421,5407,14,13,27,18,6,9,9,7,23,24,55,55
3078,Daviess County,29938,14835,15103,14584,14850,104,64,33,38,31,62,3,4,80,85,510,393
3306,Dearborn County,48300,23918,24382,23448,23847,219,213,37,39,67,86,6,20,141,177,176,190
3534,Decatur County,24936,12350,12586,12095,12310,55,41,15,12,124,157,1,2,60,64,125,87
3762,DeKalb County,41169,20569,20600,20223,20208,92,88,37,52,60,99,9,11,148,142,468,344
3990,Delaware County,117797,56515,61282,51258,55596,3872,4247,171,129,487,544,47,31,680,735,758,754
4218,Dubois County,40571,20083,20488,19862,20221,57,54,25,25,58,68,6,9,75,111,975,721
4446,Elkhart County,190298,94885,95413,86995,87518,5099,5169,323,288,1075,1154,108,62,1285,1222,12626,9626
4674,Fayette County,24750,12014,12736,11666,12358,208,229,13,10,34,44,6,1,87,94,93,76
4902,Floyd County,71435,34521,36914,32185,34238,1637,1887,75,82,215,268,13,14,396,425,601,476
5130,Fountain County,17397,8633,8764,8509,8635,42,34,17,19,18,32,0,1,47,43,141,126
5358,Franklin County,22750,11370,11380,11231,11212,31,36,16,20,41,52,2,1,49,59,82,74
5586,Fulton County,20257,10000,10257,9725,9993,101,80,45,37,43,43,2,4,84,100,340,273
5814,Gibson County,32919,16198,16721,15555,16141,369,349,25,38,125,65,1,0,123,128,156,137
6042,Grant County,70798,33951,36847,30521,33299,2511,2646,179,166,206,247,15,15,519,474,1022,887
6270,Greene County,33166,16369,16797,16098,16539,62,59,64,53,31,50,3,2,111,94,167,159
6498,Hamilton County,231811,114579,117232,105931,108494,3475,3391,228,192,3871,4026,39,35,1035,1094,2846,2586
6726,Hancock County,60429,29893,30536,28978,29637,490,477,58,45,158,179,6,8,203,190,378,362
6954,Harrison County,36025,17902,18123,17594,17801,111,108,55,45,33,52,4,2,105,115,262,220
7182,Hendricks County,122824,61905,60919,58131,57998,2418,1454,156,136,655,799,18,22,527,510,1217,1030
7410,Henry County,47548,23215,24333,22754,23838,255,248,38,43,43,64,2,3,123,137,218,218
7638,Howard County,84281,40809,43472,36731,39319,2808,2901,184,138,491,491,12,6,583,617,949,850
7866,Huntington County,38045,18516,19529,18151,19165,82,70,77,87,79,91,1,2,126,114,207,223
8094,Jackson County,41613,20602,21011,20034,20509,158,130,63,42,201,173,16,8,130,149,1083,578
8322,Jasper County,31088,15473,15615,15176,15365,132,96,25,31,38,36,0,0,102,87,621,508
8550,Jay County,21486,10588,10898,10412,10706,50,30,22,19,37,77,2,3,65,63,291,247
8778,Jefferson County,31981,15788,16193,15191,15686,274,195,43,33,97,111,3,2,180,166,196,204
9006,Jennings County,27987,13920,14067,13605,13758,137,110,32,31,32,63,1,0,113,105,160,132
9234,Johnson County,126426,62089,64337,60087,62476,874,642,122,105,589,683,17,18,400,413,1285,949
9462,Knox County,38419,19077,19342,18326,18697,421,321,44,44,141,137,12,7,133,136,206,195
9690,Kosciusko County,75105,37550,37555,36571,36690,324,219,117,98,245,276,7,3,286,269,2585,2014
9918,LaGrange County,36060,18288,17772,17993,17525,61,44,29,24,73,70,4,1,128,108,714,572
10146,Lake County,485994,233918,252076,170563,176756,57416,68920,860,888,2456,2680,141,146,2482,2686,32971,32298
10374,LaPorte County,108590,55684,52906,47940,47204,6479,4600,232,144,228,284,24,9,781,665,2307,1796
10602,Lawrence County,45893,22380,23513,21941,23042,124,108,77,62,66,118,3,1,169,182,214,219
10830,Madison County,131185,65226,65959,58159,59819,5890,5003,190,144,267,325,16,13,704,655,1490,1042
11058,Marion County,866945,419428,447517,303223,316001,101698,116255,1417,1413,6493,6990,287,304,6310,6554,27776,20984
11286,Marshall County,46113,22974,23139,22486,22658,153,117,79,69,72,119,12,9,172,167,2027,1520
11514,Martin County,10220,5192,5028,5114,4975,34,11,6,6,6,9,2,1,30,26,30,20
11742,Miami County,36558,19084,17474,17332,16668,1204,269,218,199,59,82,4,2,267,254,317,268
11970,Monroe County,123698,60614,63084,54898,57406,2101,1987,179,171,2507,2573,37,24,892,923,1289,1319
12198,Montgomery County,37595,18856,18739,18344,18348,222,137,35,42,94,76,7,6,154,130,611,353
12426,Morgan County,68782,34303,34479,33723,33823,173,164,82,76,96,168,7,6,222,242,304,301
12654,Newton County,14172,7074,7098,6939,6990,22,18,27,22,12,22,24,3,50,43,250,247
12882,Noble County,47057,23769,23288,23228,22899,188,74,74,52,114,107,5,5,160,151,2417,1909
13110,Ohio County,5805,2875,2930,2833,2894,18,13,4,3,4,4,1,0,15,16,18,13
13338,Orange County,19469,9561,9908,9330,9714,100,63,33,30,16,27,19,1,63,73,89,78
13566,Owen County,22514,11188,11326,10995,11110,52,44,43,44,14,31,2,2,82,95,95,96
13794,Parke County,17375,8157,9218,7978,8612,90,468,19,32,12,21,0,5,58,80,55,66
14022,Perry County,18897,9937,8960,9487,8847,356,38,29,10,8,19,1,2,56,44,98,71
14250,Pike County,12764,6397,6367,6333,6310,20,8,9,7,2,16,2,3,31,23,46,44
14478,Porter County,153447,75535,77912,72394,74600,1466,1531,218,171,712,863,18,22,727,725,4472,4342
14706,Posey County,26668,13301,13367,13021,13081,139,127,35,39,17,47,1,0,88,73,83,70
14934,Pulaski County,13770,6937,6833,6741,6697,119,58,17,14,7,23,2,4,51,37,123,109
15162,Putnam County,36880,19411,17469,17967,16960,1074,175,78,54,119,128,9,6,164,146,280,171
15390,Randolph County,26333,12936,13397,12715,13180,65,48,23,33,29,29,4,5,100,102,230,210
15618,Ripley County,27248,13489,13759,13314,13585,16,13,58,37,48,56,0,0,53,68,190,117
15846,Rush County,17726,8721,9005,8512,8806,68,61,17,14,50,48,2,2,72,74,58,65
16074,St. Joseph County,264551,127904,136647,108299,114903,14895,16685,496,532,2040,2188,95,86,2079,2253,7700,7103
16302,Scott County,23395,11594,11801,11453,11657,34,35,17,23,29,24,0,0,61,62,166,109
16530,Shelby County,43470,21633,21837,20982,21271,230,190,55,50,203,163,5,5,158,158,520,358
16758,Spencer County,20120,10133,9987,9967,9801,71,80,28,20,17,27,0,2,50,57,225,171
16986,Starke County,23311,11508,11803,11279,11604,52,44,28,31,30,35,4,2,115,87,289,272
17214,Steuben County,33413,16830,16583,16449,16285,109,66,61,54,95,66,4,2,112,110,494,356
17442,Sullivan County,21654,11678,9976,10533,9827,966,37,51,20,20,18,1,3,107,71,123,76
17670,Switzerland County,9467,4766,4701,4720,4655,16,12,6,8,2,6,1,0,21,20,49,51
17898,Tippecanoe County,153897,79169,74728,70613,68562,2391,2170,298,230,4946,3010,35,28,886,728,5335,4201
18126,Tipton County,16379,8043,8336,7922,8217,34,18,25,19,21,34,1,1,40,47,127,113
18354,Union County,7084,3512,3572,3471,3521,9,12,10,11,3,11,0,1,19,16,7,17
18582,Vanderburgh County,173328,82328,91000,73455,81036,6862,7718,171,172,741,957,44,40,1055,1077,1035,923
18810,Vermillion County,16389,8038,8351,7897,8208,47,39,24,19,4,16,1,2,65,67,78,72
19038,Vigo County,103918,51233,52685,45825,48183,3694,2873,178,142,798,774,19,17,719,696,811,571
19266,Wabash County,33863,16431,17432,16012,17042,106,77,124,112,71,78,5,7,113,116,233,188
19494,Warren County,8605,4364,4241,4319,4209,6,3,10,3,5,10,1,1,23,15,32,24
19722,Warrick County,54815,27063,27752,26266,26941,382,346,54,29,190,249,16,14,155,173,306,273
19950,Washington County,27630,13858,13772,13668,13604,58,36,23,15,16,41,2,0,91,76,137,105
20178,Wayne County,69311,33271,36040,30759,33393,1745,1827,65,80,184,218,15,9,503,513,689,506
20406,Wells County,27769,13719,14050,13532,13851,42,24,23,31,28,43,3,5,91,96,275,209
20634,White County,24405,11999,12406,11778,12199,57,24,33,44,23,47,18,5,90,87,971,728
20862,Whitley County,31716,15812,15904,15553,15629,62,54,68,44,41,65,3,10,85,102,194,145
114,Adair County,7847,3845,4002,3810,3967,4,2,4,2,11,17,0,0,16,14,34,28
342,Adams County,4256,2109,2147,2092,2121,3,0,6,15,2,7,0,0,6,4,17,14
570,Allamakee County,14371,7289,7082,7175,6992,23,10,24,15,20,22,0,2,47,41,579,303
798,Appanoose County,13355,6389,6966,6268,6845,29,39,15,11,27,22,1,0,49,49,78,63
1026,Audubon County,6378,3055,3323,3028,3286,5,6,2,5,9,8,0,0,11,18,21,19
1254,Benton County,26493,13237,13256,13062,13082,60,38,18,22,22,27,4,4,71,83,100,99
1482,Black Hawk County,126077,60698,65379,54261,58177,4806,5428,150,162,675,807,56,35,750,770,1564,1459
1710,Boone County,26224,12884,13340,12673,13149,78,64,38,27,38,42,0,0,57,58,148,134
1938,Bremer County,23369,11377,11992,11164,11782,71,67,15,4,57,78,2,2,68,59,93,84
2166,Buchanan County,20852,10408,10444,10231,10290,44,29,25,25,53,47,0,1,55,52,82,91
2394,Buena Vista County,19800,9974,9826,9343,9253,66,39,23,25,465,429,1,5,76,75,1867,1572
2622,Butler County,14782,7302,7480,7233,7404,12,6,4,6,10,22,2,1,41,41,57,50
2850,Calhoun County,10388,5232,5156,5092,5106,85,7,17,6,11,12,1,0,26,25,67,50
3078,Carroll County,20888,10208,10680,10098,10566,21,23,17,12,36,45,0,1,36,33,109,111
3306,Cass County,14078,6872,7206,6800,7130,24,11,14,9,7,19,1,4,26,33,75,56
3534,Cedar County,18030,8928,9102,8787,8971,39,27,19,16,21,40,3,2,59,46,133,89
3762,Cerro Gordo County,44654,21530,23124,20849,22534,255,177,53,31,166,182,6,6,201,194,666,661
3990,Cherokee County,12210,6029,6181,5919,6098,34,20,10,12,27,31,0,0,39,20,126,102
4218,Chickasaw County,12436,6241,6195,6181,6113,4,6,4,1,18,31,0,1,34,43,52,55
4446,Clarke County,9221,4573,4648,4495,4583,7,5,24,10,16,25,2,1,29,24,303,260
4674,Clay County,16916,8227,8689,8069,8536,21,13,13,8,80,81,1,3,43,48,219,124
4902,Clayton County,18026,8944,9082,8850,8996,19,11,29,18,7,21,1,1,38,35,102,62
5130,Clinton County,49380,24050,25330,23025,24251,535,554,74,63,154,187,3,6,259,269,426,341
5358,Crawford County,16675,8438,8237,8207,8039,91,70,64,28,34,51,0,2,42,47,1396,1028
5586,Dallas County,49388,24605,24783,23846,24064,268,197,33,52,289,302,18,14,151,154,1721,1291
5814,Davis County,8555,4268,4287,4212,4218,8,10,7,13,7,10,2,2,32,34,55,47
6042,Decatur County,8454,4157,4297,3991,4174,64,28,15,8,36,31,8,2,43,54,118,78
6270,Delaware County,17797,8860,8937,8790,8874,7,8,13,8,16,16,0,2,34,29,65,78
6498,Des Moines County,40742,19747,20995,18574,19752,734,759,52,60,136,162,7,12,244,250,476,381
6726,Dickinson County,16478,8077,8401,7984,8310,26,9,13,23,25,17,1,0,28,42,72,79
6954,Dubuque County,90618,44204,46414,42851,45100,594,526,77,78,337,295,39,42,306,373,728,562
7182,Emmet County,10508,5163,5345,5071,5264,14,16,23,20,20,21,1,0,34,24,298,249
7410,Fayette County,21024,10403,10621,10162,10451,104,39,17,15,39,58,2,5,79,53,184,158
7638,Floyd County,16417,7972,8445,7832,8282,34,20,10,8,46,60,9,9,41,66,164,126
7866,Franklin County,10641,5328,5313,5238,5254,10,5,13,13,46,24,1,1,20,16,616,368
8094,Fremont County,7604,3768,3836,3729,3787,2,3,10,9,8,12,2,0,17,25,115,81
8322,Greene County,9928,4849,5079,4798,5010,10,8,11,11,10,17,0,1,20,32,111,91
8550,Grundy County,12245,6027,6218,5972,6162,9,5,2,2,17,21,0,0,27,28,38,41
8778,Guthrie County,11350,5643,5707,5577,5647,12,7,4,2,9,8,0,5,41,38,107,85
9006,Hamilton County,16007,7973,8034,7712,7806,28,22,22,17,156,134,1,0,54,55,175,148
9234,Hancock County,11670,5761,5909,5703,5849,10,3,6,7,21,27,1,0,20,23,209,175
9462,Hardin County,18002,8842,9160,8636,9052,118,13,14,13,26,40,8,8,40,34,278,247
9690,Harrison County,15542,7630,7912,7547,7803,7,7,16,21,11,26,1,1,48,54,75,81
9918,Henry County,20073,10223,9850,9608,9431,246,79,31,19,215,221,5,5,118,95,184,116
10146,Howard County,9679,4817,4862,4775,4817,7,8,11,5,4,13,0,0,20,19,41,30
10374,Humboldt County,9935,4886,5049,4810,5003,31,3,6,3,15,16,4,5,20,19,114,55
10602,Ida County,7295,3554,3741,3525,3705,4,4,4,2,6,13,0,0,15,17,32,28
10830,Iowa County,15801,7748,8053,7675,7958,19,23,7,11,24,27,3,1,20,33,101,97
11058,Jackson County,20078,9930,10148,9824,10042,20,14,11,15,6,14,14,12,55,51,66,60
11286,Jasper County,37256,18950,18306,18351,17969,310,59,49,38,106,116,13,15,121,109,277,191
11514,Jefferson County,15684,7705,7979,7400,7681,73,57,14,15,149,169,1,1,68,56,168,198
11742,Johnson County,119747,59279,60468,53562,54662,2133,2005,195,184,2540,2806,26,20,823,791,1835,1742
11970,Jones County,20365,10702,9663,10162,9549,371,36,53,13,34,14,0,0,82,51,171,81
12198,Keokuk County,11073,5413,5660,5366,5613,8,5,6,7,12,15,1,1,20,19,37,37
12426,Kossuth County,16156,7943,8213,7859,8123,13,6,16,12,23,39,1,0,31,33,82,94
12654,Lee County,36385,18107,18278,17009,17533,728,346,67,37,69,136,8,10,226,216,493,456
12882,Linn County,198108,97118,100990,90391,94627,3357,2887,315,316,1604,1704,57,52,1394,1404,1826,1812
13110,Louisa County,12048,6011,6037,5927,5961,23,21,14,10,8,17,5,5,34,23,912,850
13338,Lucas County,9619,4696,4923,4655,4873,12,5,2,10,11,18,1,0,15,17,54,54
13566,Lyon County,11512,5750,5762,5711,5702,3,12,5,13,10,11,1,0,20,24,44,37
13794,Madison County,14689,7304,7385,7208,7275,20,13,18,26,9,19,2,1,47,51,83,73
14022,Mahaska County,22060,11063,10997,10659,10708,155,52,23,29,126,110,7,1,93,97,158,124
14250,Marion County,32256,16023,16233,15610,15853,102,61,34,33,168,193,4,5,105,88,157,178
14478,Marshall County,39227,19475,19752,18709,19091,284,182,90,111,192,201,17,6,183,161,2536,2152
14706,Mills County,14695,7412,7283,7285,7167,27,16,20,20,21,24,2,1,57,55,121,126
14934,Mitchell County,10891,5345,5546,5320,5500,6,13,4,5,7,12,0,3,8,13,29,38
15162,Monona County,9511,4621,4890,4529,4815,11,3,45,39,5,9,2,2,29,22,43,42
15390,Monroe County,7784,3806,3978,3756,3904,8,9,13,16,13,19,0,0,16,30,21,29
15618,Montgomery County,11162,5311,5851,5242,5771,7,7,22,25,13,20,1,0,26,28,124,107
15846,Muscatine County,41806,20749,21057,20088,20421,226,193,77,74,196,206,6,6,156,157,2919,2552
16074,O'Brien County,14345,7056,7289,6936,7165,37,28,12,21,37,45,0,1,34,29,167,138
16302,Osceola County,6763,3337,3426,3308,3379,4,10,13,11,7,7,0,1,5,18,99,64
16530,Page County,16001,8168,7833,7724,7669,273,23,52,35,58,51,1,1,60,54,173,123
16758,Palo Alto County,9648,4733,4915,4674,4855,8,3,10,10,13,19,2,2,26,26,42,44
16986,Plymouth County,24687,12327,12360,12121,12181,60,34,19,29,42,43,10,7,75,66,266,244
17214,Pocahontas County,7970,3923,4047,3874,3990,12,9,9,8,6,15,2,1,20,24,58,54
17442,Polk County,393899,191493,202406,172277,182634,10102,10323,795,853,5669,5833,138,161,2512,2602,11762,10235
17670,Pottawattamie County,88781,43460,45321,42073,43994,501,393,209,215,251,277,11,12,415,430,1947,1597
17898,Poweshiek County,18794,9043,9751,8760,9470,60,57,28,22,114,115,5,3,76,84,153,134
18126,Ringgold County,5246,2551,2695,2535,2667,2,4,4,8,4,5,0,0,6,11,7,10
18354,Sac County,10717,5276,5441,5216,5365,16,19,7,3,6,22,0,2,31,30,69,78
18582,Scott County,159323,78032,81291,70145,72832,4938,5302,298,331,1395,1528,20,17,1236,1281,3713,3491
18810,Shelby County,12647,6224,6423,6161,6334,4,12,9,27,15,23,0,0,35,27,60,47
19038,Sioux County,31866,15704,16162,15459,15910,42,38,28,26,108,116,9,4,58,68,767,551
19266,Story County,81897,41925,39972,38030,36787,950,758,84,74,2427,1954,16,17,418,382,882,678
19494,Tama County,17929,8880,9049,8139,8252,48,52,582,620,12,23,3,1,96,101,533,428
19722,Taylor County,6677,3259,3418,3232,3384,2,0,2,6,8,16,4,0,11,12,142,143
19950,Union County,11919,5722,6197,5633,6115,25,14,10,14,15,26,0,0,39,28,90,70
20178,Van Buren County,7664,3817,3847,3774,3793,4,2,7,8,9,13,2,2,21,29,39,34
20406,Wapello County,35651,17452,18199,16882,17687,215,195,54,59,137,132,7,3,157,123,1042,881
20634,Warren County,42263,20719,21544,20338,21177,107,87,41,38,79,98,10,9,144,135,314,272
20862,Washington County,21011,10194,10817,10032,10650,46,38,22,33,24,30,5,2,65,64,380,363
21090,Wayne County,6501,3102,3399,3071,3352,3,1,2,6,1,9,5,8,20,23,26,26
21318,Webster County,38930,19732,19198,18268,18298,982,480,110,40,158,149,4,7,210,224,671,427
21546,Winnebago County,11189,5465,5724,5372,5616,14,8,14,15,37,48,1,0,27,37,145,115
21774,Winneshiek County,20894,10336,10558,10129,10363,57,50,10,6,91,87,0,1,49,51,96,95
22002,Woodbury County,102330,50115,52215,45631,47837,1304,1168,1029,1093,1290,1243,37,30,824,844,5850,4981
22230,Worth County,7708,3849,3859,3794,3811,20,6,0,7,3,11,0,1,32,23,79,63
22458,Wright County,13537,6693,6844,6606,6745,23,14,13,26,12,24,0,0,39,35,555,387
114,Allen County,13834,6768,7066,6448,6740,124,130,60,62,14,28,0,0,122,106,153,153
342,Anderson County,7992,3956,4036,3863,3924,21,14,27,38,9,9,0,2,36,49,57,59
570,Atchison County,16700,8093,8607,7447,7880,449,480,39,59,26,31,1,11,131,146,173,152
798,Barber County,4879,2353,2526,2292,2483,17,5,17,16,1,4,0,0,26,18,57,50
1026,Barton County,27738,13500,14238,12990,13793,239,170,82,76,34,40,16,12,139,147,1568,1323
1254,Bourbon County,14990,7255,7735,6798,7311,256,222,76,60,23,35,5,3,97,104,125,89
1482,Brown County,10265,4967,5298,4332,4625,111,76,413,483,21,16,0,1,90,97,157,135
