,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE
27854,Schley County,3783,1811,1972,1248,1299,540,644,3,5,2,1,2,4,16,19,48,41
28082,Screven County,15370,7340,8030,4033,4217,3242,3746,12,15,24,21,4,4,25,27,63,84
28310,Seminole County,9361,4459,4902,2938,3102,1485,1773,13,7,10,7,0,0,13,13,215,132
28538,Spalding County,58486,28211,30275,19314,19941,8409,9872,74,60,184,213,17,12,213,177,547,400
28766,Stephens County,25476,12231,13245,10578,11367,1426,1662,32,34,77,73,14,10,104,99,134,116
28994,Stewart County,5255,2512,2743,955,1007,1521,1711,7,6,3,6,0,0,26,13,43,36
29222,Sumter County,33253,15577,17676,7906,8507,7458,8921,52,51,97,108,3,3,61,86,517,374
29450,Talbot County,6535,3050,3485,1184,1229,1824,2214,9,6,8,10,1,0,24,26,42,40
29678,Taliaferro County,2079,1005,1074,377,428,622,639,1,0,0,1,0,0,5,6,10,9
29906,Tattnall County,22313,12864,9449,7989,7016,4754,2314,20,19,27,38,9,10,65,52,1198,687
30134,Taylor County,8818,4303,4515,2509,2465,1748,2017,9,4,14,6,2,0,21,23,119,44
30362,Telfair County,11797,6204,5593,3554,3621,2606,1945,2,1,15,8,0,0,27,18,147,68
30590,Terrell County,10968,5144,5824,2018,2146,3065,3616,10,12,24,19,1,2,26,29,74,62
30818,Thomas County,42815,20157,22658,12206,13254,7633,9098,65,62,82,96,15,9,156,139,402,332
31046,Tift County,38445,18684,19761,13380,13512,4962,5903,45,38,197,205,7,7,93,96,1876,1074
31274,Toombs County,26106,12466,13640,9487,9955,2832,3520,37,30,57,68,1,1,52,66,1435,881
31502,Towns County,9371,4434,4937,4388,4894,9,4,6,10,11,19,0,0,20,10,43,24
31730,Treutlen County,6882,3417,3465,2241,2311,1149,1127,2,2,10,8,0,0,15,17,55,24
31958,Troup County,58892,28062,30830,18890,20241,8751,10156,49,61,170,178,30,10,172,184,612,391
32186,Turner County,9501,4566,4935,2717,2791,1812,2105,8,9,14,17,1,0,14,13,169,75
32414,Twiggs County,10571,5061,5510,2879,2949,2130,2504,12,12,5,11,2,1,33,33,57,55
32642,Union County,17404,8557,8847,8367,8737,89,20,22,23,19,25,2,1,58,41,93,60
32870,Upson County,27617,13116,14501,9448,10104,3522,4230,31,41,42,65,4,2,69,59,180,147
33098,Walker County,61114,29673,31441,28092,29884,1223,1113,86,98,79,101,5,9,188,236,305,260
33326,Walton County,61559,29978,31581,25378,26165,4080,4867,81,81,219,227,5,7,215,234,639,533
33554,Ware County,35439,17509,17930,12174,12848,5118,4857,35,32,84,89,6,5,92,99,395,293
33782,Warren County,6296,2918,3378,1203,1307,1699,2042,4,7,1,8,0,0,11,14,24,27
34010,Washington County,21160,9502,11658,4537,5165,4900,6384,16,20,22,34,0,3,27,52,70,64
34238,Wayne County,26591,13831,12760,10584,10178,3064,2396,37,24,61,62,5,0,80,100,698,315
34466,Webster County,2377,1193,1184,638,602,548,574,1,1,0,0,0,0,6,7,44,22
34694,Wheeler County,6183,3472,2711,2167,1898,1272,784,20,4,3,4,0,0,10,21,148,71
34922,White County,20127,9971,10156,9534,9745,225,213,40,40,56,47,27,9,89,102,196,115
35150,Whitfield County,84064,42323,41741,39701,39051,1660,1765,193,159,422,393,37,26,310,347,10669,7973
35378,Wilcox County,8574,4739,3835,2867,2545,1850,1265,5,3,6,8,0,2,11,12,92,47
35606,Wilkes County,10670,5098,5572,2924,3023,2118,2487,7,14,11,14,1,3,37,31,155,57
35834,Wilkinson County,10222,4859,5363,2884,3068,1938,2260,12,10,3,4,0,0,22,21,56,45
36062,Worth County,21968,10532,11436,7518,7691,2913,3617,38,40,14,35,1,1,48,52,133,111
38,Hawaii County,149095,74761,74334,25396,24308,472,282,357,353,19739,20901,8679,8502,20118,19988,7062,7136
266,Honolulu County,875061,440307,434754,109953,88397,13404,8536,1318,1082,193261,215712,39599,39391,82772,81636,29977,28931
494,Kalawao County,145,72,73,21,25,0,0,0,0,15,11,35,35,1,2,1,5
722,Kauai County,58511,29305,29206,9176,8975,108,82,108,132,10546,10936,2789,2648,6578,6433,2395,2421
950,Maui County,128754,64722,64032,23841,22323,361,186,271,258,19783,21147,7258,6947,13208,13171,5159,4992
38,Ada County,303174,152026,151148,144373,143836,1290,774,1226,1005,2556,2932,252,211,2329,2390,7404,6414
266,Adams County,3458,1776,1682,1736,1632,2,0,28,25,1,4,0,1,9,20,27,27
494,Bannock County,75671,37398,38273,35031,35960,299,160,1107,1158,367,418,78,50,516,527,1845,1722
722,Bear Lake County,6425,3186,3239,3149,3194,8,6,16,18,1,4,2,2,10,15,83,71
950,Benewah County,9193,4687,4506,4209,3985,8,3,395,427,8,7,1,4,66,80,65,77
1178,Bingham County,41748,20891,20857,19137,18991,43,36,1364,1491,116,136,8,5,223,198,3011,2577
1406,Blaine County,19123,9925,9198,9681,8981,38,13,39,40,74,75,9,5,84,84,1195,847
1634,Boise County,6746,3461,3285,3378,3159,6,2,25,37,5,17,4,4,43,66,128,100
1862,Bonner County,36999,18534,18465,18033,17915,26,15,165,172,35,71,11,6,264,286,303,301
2090,Bonneville County,82867,41331,41536,39998,40261,238,198,292,290,342,360,46,24,415,403,3078,2693
2318,Boundary County,9908,4992,4916,4808,4721,11,9,105,108,25,34,5,2,38,42,183,152
2546,Butte County,2899,1457,1442,1421,1395,5,3,8,12,2,5,0,0,21,27,67,53
2774,Camas County,978,502,476,485,456,6,5,1,2,0,2,0,0,10,11,29,25
3002,Canyon County,133053,66118,66935,63564,64465,299,230,667,605,540,601,122,100,926,934,13236,11703
3230,Caribou County,7302,3636,3666,3593,3621,3,1,9,6,5,2,4,8,22,28,152,137
3458,Cassia County,21393,10768,10625,10469,10361,25,22,108,98,46,47,4,7,116,90,2122,1906
3686,Clark County,1024,538,486,531,474,0,1,6,4,0,2,0,1,1,4,194,156
3914,Clearwater County,8886,4727,4159,4511,3996,11,2,98,83,12,23,3,2,92,53,92,74
4142,Custer County,4336,2216,2120,2185,2084,0,0,15,12,0,1,0,1,16,22,108,75
4370,Elmore County,29087,16059,13028,14801,11834,558,419,127,158,207,296,27,29,339,292,1971,1530
4598,Franklin County,11348,5657,5691,5605,5618,5,8,20,26,9,7,1,4,17,28,320,272
4826,Fremont County,11788,6064,5724,5939,5600,12,11,32,29,20,24,4,3,57,57,681,575
5054,Gem County,15211,7558,7653,7360,7451,4,7,80,61,16,39,5,4,93,91,547,505
5282,Gooding County,14205,7254,6951,7091,6774,21,16,66,62,12,22,3,5,61,72,1439,988
5510,Idaho County,15450,7866,7584,7517,7203,9,5,214,249,18,26,3,2,105,99,129,114
5738,Jefferson County,19214,9714,9500,9515,9309,41,26,60,48,28,26,12,16,58,75,1075,840
5966,Jerome County,18431,9431,9000,9225,8794,25,18,77,75,27,31,7,3,70,79,1846,1336
6194,Kootenai County,109541,54246,55295,52519,53353,108,88,673,696,207,342,41,42,698,774,1201,1383
6422,Latah County,34884,18080,16804,17115,15974,141,79,145,135,373,364,19,19,287,233,376,371
6650,Lemhi County,7735,3854,3881,3772,3788,3,7,25,23,2,12,2,1,50,50,92,78
6878,Lewis County,3741,1886,1855,1771,1747,5,8,78,70,10,6,2,1,20,23,37,34
7106,Lincoln County,4047,2089,1958,2006,1884,11,8,28,30,6,12,1,1,37,23,305,237
7334,Madison County,27466,13011,14455,12702,14068,39,59,44,62,71,134,52,22,103,110,557,540
7562,Minidoka County,20091,10050,10041,9795,9749,24,30,110,101,38,55,1,5,82,101,2751,2389
7790,Nez Perce County,37397,18388,19009,16972,17531,69,36,965,1033,99,144,14,13,269,252,354,368
8018,Oneida County,4136,2101,2035,2083,2007,3,2,5,8,2,4,1,2,7,12,47,48
8246,Owyhee County,10690,5578,5112,5277,4805,18,7,169,184,27,29,8,10,79,77,1418,1051
8474,Payette County,20634,10237,10397,9891,10035,14,8,91,95,84,97,2,4,155,158,1280,1192
8702,Power County,7500,3768,3732,3605,3552,8,5,126,138,9,18,3,0,17,19,854,786
8930,Shoshone County,13726,6846,6880,6610,6637,11,4,108,106,10,22,2,8,105,103,141,125
9158,Teton County,6100,3229,2871,3180,2825,7,3,18,15,2,9,5,7,17,12,401,308
9386,Twin Falls County,64341,31599,32742,30693,31772,92,57,266,231,222,299,30,27,296,356,3285,2784
9614,Valley County,7636,3927,3709,3847,3627,5,2,24,33,8,15,2,3,41,29,75,75
9842,Washington County,9969,4878,5091,4722,4915,5,5,34,45,51,55,11,11,55,60,726,648
38,Adams County,68220,32826,35394,31280,33890,1107,1013,61,53,124,154,2,7,252,277,267,300
266,Alexander County,9584,4760,4824,3027,3061,1663,1690,16,11,16,20,1,1,37,41,100,38
494,Bond County,17650,9493,8157,8280,7812,1084,235,55,26,19,27,3,5,52,52,162,91
722,Boone County,42053,21054,20999,20483,20451,207,195,77,68,99,113,4,2,184,170,2897,2406
950,Brown County,6963,4428,2535,3136,2508,1264,5,5,1,5,7,2,3,16,11,257,16
1178,Bureau County,35473,17247,18226,16955,17914,83,57,30,38,80,114,6,8,93,95,939,795
1406,Calhoun County,5090,2556,2534,2525,2510,4,1,9,7,1,8,0,0,17,8,20,12
1634,Carroll County,16626,8226,8400,8050,8221,65,41,20,21,22,48,2,3,67,66,184,156
1862,Cass County,13680,6801,6879,6689,6784,46,22,9,16,14,25,3,1,40,31,685,479
2090,Champaign County,179931,90398,89533,72292,71936,9750,10554,264,233,6613,5455,57,35,1422,1320,2967,2321
2318,Christian County,35354,17654,17700,16721,17492,739,43,41,22,67,69,6,5,80,69,258,87
2546,Clark County,16993,8271,8722,8174,8631,33,11,17,13,6,17,3,2,38,48,23,31
2774,Clay County,14410,6959,7451,6865,7358,16,9,19,17,34,42,0,2,25,23,43,45
3002,Clinton County,35536,18336,17200,16936,16848,1237,160,33,23,47,73,7,4,76,92,364,206
3230,Coles County,53078,25311,27767,24263,26589,615,667,48,69,191,249,10,11,184,182,383,370
3458,Cook County,5376861,2604286,2772575,1784086,1822300,649832,773895,9869,9646,132662,137219,2451,2392,25386,27123,565222,513943
3686,Crawford County,20398,10562,9836,9545,9670,879,54,30,26,37,34,1,1,70,51,259,93
3914,Cumberland County,11256,5515,5741,5463,5683,14,7,8,14,6,11,0,2,24,24,39,29
4142,DeKalb County,89334,44233,45101,40711,40960,1874,2351,113,113,1117,1129,32,42,386,506,3291,2649
4370,De Witt County,16790,8211,8579,8047,8465,73,19,20,12,18,29,2,2,51,52,103,110
4598,Douglas County,19925,9684,10241,9539,10128,54,25,19,19,22,30,2,0,48,39,391,299
4826,DuPage County,906576,447017,459559,391717,402265,13572,14789,906,877,36307,37138,145,141,4370,4349,44648,37630
5054,Edgar County,19657,9587,10070,9188,9952,341,38,18,19,8,29,2,0,30,32,86,68
5282,Edwards County,6967,3372,3595,3343,3551,8,4,1,5,9,20,1,2,10,13,20,12
5510,Effingham County,34260,16983,17277,16785,17105,50,22,32,36,59,58,0,4,57,52,150,102
5738,Fayette County,21792,11355,10437,10216,10341,1058,12,10,16,13,24,2,2,56,42,126,48
5966,Ford County,14209,6814,7395,6718,7303,39,15,9,5,18,28,0,0,30,44,96,80
6194,Franklin County,39016,18692,20324,18466,20102,39,20,43,42,29,41,4,1,111,118,126,123
6422,Fulton County,38240,19617,18623,18125,18380,1322,59,44,37,45,52,4,2,77,93,348,130
6650,Gallatin County,6427,3115,3312,3062,3267,9,9,28,18,1,3,1,1,14,14,37,19
6878,Greene County,14746,7245,7501,7072,7426,108,4,13,22,7,9,1,2,44,38,44,33
7106,Grundy County,37678,18748,18930,18490,18679,58,29,60,39,48,66,3,5,89,112,868,694
7334,Hamilton County,8604,4155,4449,4083,4375,37,30,16,6,5,8,0,1,14,29,29,26
7562,Hancock County,20089,9758,10331,9608,10226,51,11,22,14,23,23,1,4,53,53,57,48
7790,Hardin County,4787,2401,2386,2244,2348,126,7,1,1,11,13,4,2,15,15,31,20
8018,Henderson County,8209,4060,4149,4004,4100,17,10,3,6,5,3,1,2,30,28,36,36
8246,Henry County,51049,25026,26023,24476,25409,300,311,22,36,53,79,2,4,173,184,752,720
8474,Iroquois County,31320,15370,15950,15034,15701,164,79,35,33,39,61,3,3,95,73,675,545
8702,Jackson County,59612,30418,29194,25039,23638,3771,4122,96,104,1041,896,18,19,453,415,771,710
8930,Jasper County,10070,4981,5089,4940,5053,17,4,5,3,6,13,1,1,12,15,22,26
9158,Jefferson County,40053,20437,19616,18067,18119,2038,1135,50,36,93,111,2,2,187,213,333,198
9386,Jersey County,21655,10597,11058,10391,10906,86,34,27,19,24,33,1,6,68,60,77,85
9614,Jo Daviess County,22276,11179,11097,11051,10986,45,20,12,17,16,20,0,1,55,53,213,129
9842,Johnson County,12920,7733,5187,5861,5077,1799,45,22,14,8,10,3,2,40,39,321,47
10070,Kane County,407511,205042,202469,186214,183347,12145,12269,829,729,3826,3983,129,134,1899,2007,52442,44981
10298,Kankakee County,103879,50784,53095,42033,43611,7766,8495,106,94,344,401,14,9,521,485,2806,2186
10526,Kendall County,55217,27438,27779,26546,26885,389,335,53,59,235,284,6,6,209,210,2152,2033
10754,Knox County,55754,27772,27982,24807,26250,2424,1170,55,58,174,212,5,3,307,289,1077,822
10982,Lake County,648116,326001,322115,285202,280313,23097,23461,1173,995,12562,13515,218,220,3749,3611,50869,43121
11210,LaSalle County,111516,55186,56330,53005,55113,1394,374,104,97,273,348,9,19,401,379,3095,2748
11438,Lawrence County,15390,7337,8053,7207,7914,65,68,12,10,7,11,0,0,46,50,76,61
11666,Lee County,36053,18484,17569,16911,16821,1307,481,24,22,93,116,4,5,145,124,683,464
11894,Livingston County,39651,19588,20063,18110,19057,1285,786,30,36,61,67,1,1,101,116,636,422
12122,Logan County,31149,15574,15575,14018,14685,1373,683,29,20,79,92,3,1,72,94,333,170
12350,McDonough County,32855,16055,16800,14899,15685,632,594,26,21,356,354,3,9,139,137,265,240
12578,McHenry County,261887,131413,130474,127419,126578,915,722,238,253,1888,2057,43,41,910,823,10967,8945
12806,McLean County,150897,72975,77922,65796,70484,4586,4906,131,135,1646,1531,28,23,788,843,2081,1820
13034,Macon County,114476,54626,59850,46139,49813,7403,8808,95,110,311,362,12,15,666,742,537,583
13262,Macoupin County,48989,23867,25122,23405,24711,225,188,57,56,41,48,7,7,132,112,133,172
13490,Madison County,259120,124873,134247,113883,121434,8751,10394,339,377,746,868,26,30,1128,1144,2055,1897
13718,Marion County,41687,20084,21603,18955,20375,766,853,43,50,125,119,7,9,188,197,213,165
13946,Marshall County,13138,6436,6702,6340,6607,35,19,14,15,11,20,0,1,36,40,69,69
14174,Mason County,16009,7852,8157,7764,8069,27,7,15,27,14,20,0,0,32,34,44,36
14402,Massac County,15127,7241,7886,6721,7330,399,442,18,15,16,23,0,0,87,76,65,58
14630,Menard County,12493,6134,6359,6040,6294,49,14,12,19,6,15,0,0,27,17,54,40
14858,Mercer County,16950,8352,8598,8234,8495,58,19,10,12,10,20,0,1,40,51,102,114
15086,Monroe County,27763,13655,14108,13534,13962,5,10,29,23,33,57,3,0,51,56,100,103
15314,Montgomery County,30625,15795,14830,14567,14646,1106,46,34,32,23,47,4,5,61,54,224,102
15542,Morgan County,36617,18186,18431,16567,17516,1342,635,43,26,75,103,2,1,157,150,312,184
15770,Moultrie County,14319,6909,7410,6842,7335,26,11,8,16,3,11,3,4,27,33,33,35
15998,Ogle County,51161,25395,25766,24898,25311,154,100,77,67,89,133,9,11,168,144,1709,1384
16226,Peoria County,183166,88083,95083,70886,76355,14060,15733,223,210,1636,1481,22,37,1256,1267,2018,1823
16454,Perry County,23061,12240,10821,10430,10458,1659,216,31,29,28,36,7,4,85,78,310,96
16682,Piatt County,16371,8001,8370,7911,8282,33,17,8,5,9,12,1,2,39,52,53,48
16910,Pike County,17335,8589,8746,8251,8659,260,3,19,11,23,18,2,3,34,52,41,46
17138,Pope County,4418,2240,2178,2050,2089,136,36,23,14,4,9,0,0,27,30,20,20
17366,Pulaski County,7324,3508,3816,2386,2498,1038,1260,1,9,56,12,0,0,27,37,73,34
17594,Putnam County,6075,3000,3075,2943,3028,27,14,12,10,6,10,0,0,12,13,78,93
17822,Randolph County,33897,18240,15657,15321,15019,2716,453,31,23,39,44,10,5,123,113,407,115
18050,Richland County,16242,7811,8431,7667,8315,43,15,10,10,46,46,6,1,39,44,66,58
18278,Rock Island County,149143,72453,76690,64655,69148,5877,5577,235,222,754,818,22,30,910,895,6748,6124
18506,St. Clair County,256208,122382,133826,85980,90166,33818,40337,342,341,879,1531,58,63,1305,1388,2984,2661
18734,Saline County,26631,12815,13816,11921,13254,724,371,42,37,18,38,2,2,108,114,162,96
18962,Sangamon County,189093,90300,98793,79364,86659,8684,9764,221,183,1030,1119,33,20,968,1048,989,1015
19190,Schuyler County,7189,3570,3619,3535,3583,15,7,8,3,2,6,0,1,10,19,18,21
19418,Scott County,5539,2673,2866,2666,2846,1,1,1,7,1,6,0,0,4,6,3,7
19646,Shelby County,22831,11280,11551,11156,11463,33,15,20,13,24,25,0,1,47,34,53,57
19874,Stark County,6320,3049,3271,3018,3230,5,3,2,10,4,8,0,0,20,20,28,26
20102,Stephenson County,48882,23572,25310,21305,22733,1784,2017,42,34,154,181,12,14,275,331,399,348
20330,Tazewell County,128494,63205,65289,61519,64094,860,281,190,139,280,401,7,4,349,370,704,631
20558,Union County,18256,8875,9381,8643,9187,111,58,34,39,22,29,2,1,63,67,255,226
20786,Vermilion County,83796,41240,42556,35580,37728,4966,4037,93,91,244,267,8,9,349,424,1404,1105
21014,Wabash County,12903,6302,6601,6191,6474,37,15,10,13,20,38,5,1,39,60,51,44
21242,Warren County,18683,9045,9638,8746,9368,177,131,18,19,23,41,17,2,64,77,249,258
21470,Washington County,15163,7504,7659,7394,7560,48,23,17,17,7,21,2,2,36,36,47,62
21698,Wayne County,17124,8351,8773,8207,8680,51,9,22,15,27,31,0,1,44,37,58,45
21926,White County,15328,7316,8012,7170,7902,47,13,24,29,9,16,1,0,65,52,56,49
22154,Whiteside County,60631,29695,30936,28899,30182,378,310,85,86,127,141,4,0,202,217,2821,2565
22382,Will County,508038,253762,254276,217698,218289,27197,26677,611,593,5593,6134,98,99,2565,2484,24016,20627
22610,Williamson County,61265,29683,31582,28272,30421,920,631,84,84,150,165,11,8,246,273,420,343
22838,Winnebago County,278989,136511,142478,117788,122014,14151,15626,419,461,2417,2576,54,63,1682,1738,10422,8978
23066,Woodford County,35484,17347,18137,17138,17869,60,54,27,32,43,68,0,4,79,110,131,110
38,Adams County,33612,16620,16992,16434,16836,44,18,36,21,33,33,7,8,66,76,605,513
266,Allen County,332744,162880,169864,139124,144598,18364,19978,644,594,2479,2378,93,57,2176,2259,7717,6350
494,Bartholomew County,71737,35269,36468,33497,34849,737,612,51,55,722,664,13,16,249,272,964,647
722,Benton County,9396,4673,4723,4591,4645,28,5,8,5,2,6,0,0,44,62,128,117
950,Blackford County,14006,6889,7117,6795,7013,14,10,23,24,11,11,0,0,46,59,39,44
1178,Boone County,46380,22646,23734,22279,23359,102,73,65,57,88,126,2,3,110,116,249,285
1406,Brown County,14987,7527,7460,7423,7349,28,12,16,17,9,23,1,1,50,58,63,68
1634,Carroll County,20147,10051,10096,9978,10016,23,17,16,17,4,8,0,1,30,37,329,262
1862,Cass County,40965,20593,20372,19848,19889,371,178,94,58,107,119,17,8,156,120,1835,1090
2090,Clark County,96749,47071,49678,42840,45359,3220,3288,144,111,273,323,24,23,570,574,1096,712
2318,Clay County,26563,12897,13666,12727,13468,59,43,38,31,4,25,1,4,68,95,81,79
2546,Clinton County,33968,16759,17209,16540,17008,74,63,29,20,38,45,6,5,72,68,1415,1084
2774,Crawford County,10785,5430,5355,5357,5298,11,6,27,16,6,8,9,7,20,20,50,50
3002,Daviess County,29828,14714,15114,14494,14896,93,58,31,38,27,49,3,4,66,69,370,250
3230,Dearborn County,46344,22956,23388,22584,22973,161,140,35,38,47,75,6,6,123,156,133,133
3458,Decatur County,24571,12145,12426,11979,12261,18,6,15,11,84,93,1,2,48,53,82,50
3686,DeKalb County,40400,20118,20282,19842,19973,53,49,35,52,56,82,9,11,123,115,384,293
3914,Delaware County,118733,56953,61780,51882,56321,3853,4240,165,127,414,443,51,30,588,619,673,646
4142,Dubois County,39700,19633,20067,19478,19893,29,28,25,23,36,46,6,9,59,68,656,449
4370,Elkhart County,183521,91232,92289,84077,85018,4861,4934,276,254,869,960,83,58,1066,1065,9529,6972
4598,Fayette County,25556,12386,13170,12054,12814,209,225,13,9,30,40,6,1,74,81,68,64
4826,Floyd County,70911,34185,36726,32143,34364,1468,1703,73,81,149,198,12,13,340,367,436,337
5054,Fountain County,17917,8893,9024,8800,8941,20,9,17,19,14,19,0,1,42,35,98,92
5282,Franklin County,22218,11092,11126,11010,11023,2,5,16,19,19,29,3,1,42,49,54,50
5510,Fulton County,20553,10161,10392,9913,10162,92,71,44,34,39,37,2,3,71,85,279,194
5738,Gibson County,32529,15925,16604,15361,16107,326,303,24,37,118,53,1,0,95,104,116,113
5966,Grant County,73286,35162,38124,31750,34526,2577,2764,172,157,190,229,14,13,459,435,972,817
6194,Greene County,33199,16329,16870,16123,16684,16,11,61,52,29,43,3,2,97,78,135,133
6422,Hamilton County,185301,91162,94139,86546,89475,1517,1399,169,141,2208,2395,34,33,688,696,1556,1437
6650,Hancock County,55662,27479,28183,27120,27841,46,28,52,43,93,119,6,9,162,143,268,258
6878,Harrison County,34514,17193,17321,16946,17079,75,55,55,43,25,46,4,2,88,96,190,141
7106,Hendricks County,105367,52830,52537,50966,51427,1012,193,145,124,301,409,14,20,392,364,656,522
7334,Henry County,48446,23378,25068,22983,24630,211,215,37,41,38,60,3,3,106,119,191,196
7562,Howard County,84969,41090,43879,37190,39907,2763,2873,182,135,438,424,12,6,505,534,899,813
7790,Huntington County,38099,18553,19546,18270,19266,48,29,75,85,53,73,2,2,105,91,164,199
8018,Jackson County,41402,20424,20978,19941,20544,133,109,60,41,171,158,16,7,103,119,751,367
8246,Jasper County,30176,14956,15220,14744,15056,73,35,24,31,26,31,0,0,89,67,405,330
8474,Jay County,21791,10695,11096,10550,10949,44,22,20,18,26,52,2,3,53,52,198,192
8702,Jefferson County,31728,15716,16012,15124,15554,297,178,44,33,89,101,3,2,159,144,160,172
8930,Jennings County,27691,13763,13928,13484,13665,121,95,31,30,28,46,1,0,98,92,104,89
9158,Johnson County,115936,56790,59146,55316,57824,586,356,116,100,448,533,18,16,306,317,919,687
9386,Knox County,39193,19452,19741,18762,19155,439,309,44,42,88,113,12,7,107,115,178,144
9614,Kosciusko County,74222,37073,37149,36253,36433,279,183,100,90,195,229,7,3,239,211,2112,1647
9842,LaGrange County,34947,17700,17247,17462,17064,48,26,29,22,49,44,4,1,108,90,607,492
10070,Lake County,484536,233387,251149,171751,177974,56682,67756,749,774,1970,2208,134,131,2101,2306,30419,29230
10298,LaPorte County,110158,56572,53586,48750,47919,6647,4673,225,132,242,282,24,9,684,571,1942,1479
10526,Lawrence County,45925,22381,23544,22013,23160,95,83,75,59,51,79,3,1,144,162,205,211
10754,Madison County,133275,65653,67622,59077,61611,5578,5023,183,138,205,274,15,11,595,565,1206,793
10982,Marion County,860972,416232,444740,305121,318659,98152,112205,1224,1184,6094,6678,236,211,5405,5803,19746,14122
11210,Marshall County,45245,22486,22759,22103,22387,94,57,79,69,60,91,12,8,138,147,1533,1152
11438,Martin County,10359,5252,5107,5182,5063,29,4,6,6,6,9,2,1,27,24,24,18
11666,Miami County,36160,18354,17806,17066,17014,823,288,201,195,47,77,4,2,213,230,252,226
11894,Monroe County,120760,59282,61478,54233,56422,1919,1835,173,163,2137,2230,33,22,787,806,1174,1122
12122,Montgomery County,37603,18764,18839,18326,18488,190,115,32,41,90,75,7,6,119,114,397,214
12350,Morgan County,66885,33258,33627,32890,33212,36,17,81,72,53,113,7,5,191,208,240,250
12578,Newton County,14546,7232,7314,7128,7216,15,13,26,22,11,21,8,3,44,39,221,201
12806,Noble County,46473,23418,23055,22973,22736,150,45,72,49,85,91,4,5,134,129,1932,1405
13034,Ohio County,5636,2775,2861,2740,2827,15,12,4,3,4,4,1,0,11,15,15,10
13262,Orange County,19320,9497,9823,9310,9669,85,42,32,29,16,21,1,1,53,61,47,61
13490,Owen County,21872,10884,10988,10723,10818,35,20,41,43,14,23,2,2,69,82,78,86
13718,Parke County,17217,8212,9005,8068,8582,62,309,19,25,12,21,0,4,51,64,51,53
13946,Perry County,18880,9764,9116,9415,9043,273,9,28,8,8,18,1,2,39,36,75,58
14174,Pike County,12815,6409,6406,6351,6359,18,4,9,7,2,16,2,3,27,17,35,39
14402,Porter County,147164,72233,74931,70118,72642,689,723,199,160,612,758,20,22,595,626,3611,3554
14630,Posey County,27064,13472,13592,13232,13340,123,114,34,38,9,33,1,0,73,67,68,50
14858,Pulaski County,13739,6932,6807,6760,6706,100,31,16,14,7,21,2,4,47,31,97,94
15086,Putnam County,36112,18778,17334,17540,16902,915,155,74,51,95,94,9,6,145,126,253,159
15314,Randolph County,27375,13422,13953,13236,13784,49,25,22,28,21,22,4,5,90,89,172,161
15542,Ripley County,26645,13087,13558,12937,13409,7,6,56,37,45,49,0,0,42,57,151,96
15770,Rush County,18206,8947,9259,8764,9083,60,54,16,13,43,42,2,2,62,65,43,49
15998,St. Joseph County,265859,128290,137569,109501,116693,14557,16390,473,511,1803,1886,94,71,1862,2018,6639,6043
16226,Scott County,23034,11434,11600,11334,11503,7,5,16,22,25,22,0,0,52,48,136,86
16454,Shelby County,43554,21559,21995,21070,21529,186,155,52,48,131,126,5,5,115,132,298,199
16682,Spencer County,20414,10236,10178,10093,10017,59,64,28,20,16,26,0,2,40,49,177,126
16910,Starke County,23523,11645,11878,11451,11724,35,21,28,31,26,27,4,2,101,73,277,237
17138,Steuben County,33316,16823,16493,16495,16246,91,44,59,53,79,58,4,2,95,90,396,288
17366,Sullivan County,21742,11648,10094,10560,9984,925,14,48,20,18,14,1,3,96,59,114,65
17594,Switzerland County,9094,4587,4507,4549,4466,12,9,6,8,2,6,1,0,17,18,39,39
17822,Tippecanoe County,149301,76667,72634,69342,67158,2054,1831,242,213,4221,2753,33,28,775,651,4499,3425
18050,Tipton County,16559,8100,8459,8001,8364,21,6,24,18,20,30,1,1,33,40,106,95
18278,Union County,7340,3640,3700,3604,3656,8,9,10,10,3,11,0,1,15,13,7,15
18506,Vanderburgh County,171953,81532,90421,73199,81062,6692,7554,158,161,597,714,40,36,846,894,905,779
18734,Vermillion County,16770,8176,8594,8059,8472,30,26,24,19,4,16,1,2,58,59,59,48
18962,Vigo County,105738,51940,53798,46822,49487,3637,2873,166,137,665,674,21,17,629,610,764,517
19190,Wabash County,34977,16964,18013,16583,17659,87,60,121,108,68,76,5,7,100,103,232,182
19418,Warren County,8442,4281,4161,4245,4132,4,3,9,3,5,10,1,1,17,12,21,16
19646,Warrick County,52517,25801,26716,25198,26105,289,240,50,28,140,195,10,15,114,133,170,170
19874,Washington County,27262,13651,13611,13499,13485,36,17,21,15,15,29,2,0,78,65,114,86
20102,Wayne County,71017,34101,36916,31602,34280,1812,1899,62,80,177,193,15,9,433,455,553,419
20330,Wells County,27600,13612,13988,13451,13818,32,13,22,31,23,36,3,5,81,85,222,175
20558,White County,25224,12409,12815,12256,12642,34,12,25,40,21,41,11,5,62,75,781,572
20786,Whitley County,30722,15251,15471,15055,15275,37,24,66,44,23,35,3,10,67,83,147,129
38,Adair County,8208,4020,4188,3991,4157,4,2,4,2,7,13,0,0,14,14,32,26
